modality	retron_type	pair_id	x	y
ncRNA	TypeIIIA3	488	-7.453878	-4.6074915
ncRNA	TypeIA_IIAI	489	-2.5113947	-2.176707
ncRNA	Ec107_like	490	-23.378504	-17.957556
ncRNA	TypeIV	491	3.7572818	-1.7754401
ncRNA	TypeIIIA3	492	-8.110426	-5.1397634
ncRNA	TypeIA_IIAI	493	0.5016615	-4.81743
ncRNA	Ec107_like	494	-0.23366445	-14.065885
ncRNA	TypeIA_IIAI	495	0.30350706	-5.075094
ncRNA	Ec107_like	496	-8.956099	-0.31078997
ncRNA	TypeIB2	497	6.4335237	10.479575
ncRNA	TypeIC1_IC2	498	4.7265263	-5.10606
ncRNA	OutgroupA	499	-2.0888586	-7.8729024
ncRNA	TypeIIIA1	500	6.393912	10.438752
ncRNA	Ec107_like	501	-23.284018	-18.019526
ncRNA	TypeIIIA2	502	1.6403095	1.3907893
ncRNA	Ec107_like	503	-10.842746	4.4311056
ncRNA	TypeIX	504	0.8033827	-4.866563
ncRNA	TypeIIIA2	505	0.22366779	-2.773587
ncRNA	TypeIIIA1	506	-2.1230507	-1.9014645
ncRNA	Ec107_like	507	-10.860168	4.446831
ncRNA	TypeIIA3_proteo	508	-1.4972194	-2.5468636
ncRNA	TypeIB2	509	-0.6064177	-0.63161886
ncRNA	TypeIIIA1	510	-2.018511	-1.0167108
ncRNA	TypeIIIA1	511	6.2405057	10.336891
ncRNA	TypeIIIA2	512	1.6390585	1.3943094
ncRNA	TypeIIIA1	513	-2.7819808	-0.44792742
ncRNA	OutgroupA	514	-1.8188703	-7.6200423
ncRNA	TypeIIIA1	515	-1.0874536	-1.1756365
ncRNA	TypeIB2_firmi	516	-2.3302956	-1.0152569
ncRNA	TypeIB2	517	1.2920603	-0.123943135
ncRNA	Ec107_like	518	-22.80055	-17.882406
ncRNA	Ec107_like	519	-8.891407	-0.28799003
ncRNA	TypeIA_IIAI	520	0.8458159	-5.5783305
ncRNA	TypeIB2	521	2.301921	0.060885593
ncRNA	TypeIB1	522	-0.99101865	0.06082237
ncRNA	Ec107_like	523	-23.332888	-18.05756
ncRNA	TypeIIIA1	524	-1.2801754	-1.3320225
ncRNA	Ec107_like	525	-5.1149616	-0.9265022
ncRNA	TypeIV	526	18.59813	0.992323
ncRNA	Ec107_like	527	-1.495376	-1.0976264
ncRNA	TypeIX	528	1.0804167	-3.5212069
ncRNA	TypeIIIA1	529	-2.1106315	-0.49675134
ncRNA	Ec107_like	530	-23.38026	-18.046446
ncRNA	TypeIIA3_proteo	531	1.0165696	-3.3327613
ncRNA	TypeIB2_firmi	532	-2.4116955	0.08276155
ncRNA	TypeIIIA1	533	-3.990935	0.30330282
ncRNA	TypeIA_IIAI	534	0.3320694	-5.6180983
ncRNA	TypeIIA3_proteo	535	-0.3871785	-3.7427516
ncRNA	TypeIIIA1	536	-0.960689	-1.2609797
ncRNA	TypeIA_IIAI	537	1.3606929	-8.825311
ncRNA	TypeIA_IIAI	538	1.1854537	-4.9835267
ncRNA	TypeIA_IIAI	539	0.74375474	-5.46144
ncRNA	OutgroupA	540	-2.1488335	-7.42647
ncRNA	Ec107_like	541	-3.758157	-2.1728163
ncRNA	TypeIB2	542	6.3687663	10.506119
ncRNA	TypeIIA2	543	-0.24803098	-5.66797
ncRNA	TypeXIIIB_Ne144	544	-5.852923	-4.604103
ncRNA	TypeIIIA3	545	-7.0890365	-4.68069
ncRNA	Ec107_like	546	-5.6420097	-13.08513
ncRNA	TypeIA_IIAI	547	0.891782	-4.977952
ncRNA	TypeIIA3_firmi	548	-2.8713672	-1.8074305
ncRNA	Ec107_like	549	-10.870772	4.457595
ncRNA	TypeIA_IIAI	550	-0.24766622	-3.7110467
ncRNA	Ec107_like	551	-23.23834	-17.999815
ncRNA	Ec107_like	552	0.19564503	-7.4885726
ncRNA	TypeIB2	553	1.3526877	-0.11810189
ncRNA	Ec107_like	554	1.4441458	-9.031635
ncRNA	Ec107_like	555	0.54535013	-7.3581314
ncRNA	TypeIIA3_proteo	556	1.8231858	-3.687777
ncRNA	Ec107_like	557	-2.0382018	-1.6688831
ncRNA	Ec107_like	558	-5.3043284	0.08879444
ncRNA	TypeIV	559	-0.185047	-1.7033356
ncRNA	Ec107_like	560	-10.776038	4.3626037
ncRNA	OutgroupA	561	-1.8388225	-7.188057
ncRNA	TypeIIIA1	562	-1.373574	-1.7536365
ncRNA	TypeXIIIA_firmi	563	-5.7679787	-4.8384686
ncRNA	TypeIIIA1	564	0.17803426	-3.719974
ncRNA	TypeIC1_IC2	565	5.11848	-4.400286
ncRNA	TypeIIIA2	566	1.6609354	1.3780793
ncRNA	Ec107_like	567	-8.879134	-0.46412095
ncRNA	TypeIB2	568	2.377502	0.039476573
ncRNA	TypeV	569	5.1365285	0.02610418
ncRNA	TypeIIIA1	570	-5.735226	1.7723681
ncRNA	TypeIA_IIAI	571	1.1964049	-4.188625
ncRNA	TypeIB1	572	-0.2056454	-1.8887933
ncRNA	TypeIB1	573	0.5882251	-1.8833449
ncRNA	TypeIIIA1	574	-0.005538596	-4.3628483
ncRNA	TypeIV	575	1.9001862	-2.6538374
ncRNA	TypeIIA3_proteo	576	-1.8365402	-2.1561277
ncRNA	Ec107_like	577	-22.810034	-17.9057
ncRNA	Ec107_like	578	0.8689292	-7.5795164
ncRNA	TypeIIIA3	579	-8.12232	-4.2093625
ncRNA	OutgroupA	580	-2.4581578	-7.6295395
ncRNA	TypeIIIA3	581	-8.085487	-5.005392
ncRNA	OutgroupA	582	-2.608776	-8.051512
ncRNA	TypeIA_IIAI	583	-1.0608522	-1.9020311
ncRNA	TypeIA_IIAI	584	1.1550959	-4.047033
ncRNA	TypeIB1	585	-0.3623544	-1.8438008
ncRNA	TypeIB1	586	-0.12705532	-1.92719
ncRNA	TypeIIA3_proteo	587	-0.6091675	-4.523014
ncRNA	TypeIV	588	2.4359658	-1.6486374
ncRNA	TypeIV	589	4.735166	1.375909
ncRNA	TypeIIIA1	590	-1.8085227	-0.587427
ncRNA	TypeIIIA1	591	-1.3122218	-1.2213844
ncRNA	OutgroupA	592	-2.0736098	-7.5019975
ncRNA	TypeIV	593	18.5565	0.92977756
ncRNA	TypeIC1_IC2	594	5.2866096	-4.8457484
ncRNA	TypeIIIA2	595	-3.6233342	-1.9932454
ncRNA	TypeIIIA2	596	-1.4656136	-2.033992
ncRNA	OutgroupA	597	-2.3071532	-7.844391
ncRNA	TypeIA_IIAI	598	0.95808804	-5.3599153
ncRNA	TypeIIA3_proteo	599	0.21408315	-3.6188743
ncRNA	TypeIIIA2	600	0.19944881	-4.398358
ncRNA	Ec107_like	601	1.357455	-8.991482
ncRNA	TypeIIIA1	602	-2.141831	-0.84523743
ncRNA	TypeIV	603	2.9509456	-1.3638359
ncRNA	TypeIIIA1	604	-0.8365337	-1.7130836
ncRNA	TypeIB1	605	0.6341317	-1.9433181
ncRNA	OutgroupA	606	-1.289735	-6.699497
ncRNA	TypeIB1	607	0.19395007	-1.9308848
ncRNA	TypeIC1_IC2	608	5.104624	-4.701573
ncRNA	TypeIB1	609	-0.2626892	-1.8410852
ncRNA	TypeIIIA1	610	-2.2405508	0.0109233875
ncRNA	TypeIV	611	5.628885	-1.9924594
ncRNA	TypeIIIA3	612	-7.3966947	-4.831236
ncRNA	TypeIB2	613	6.3804455	10.501779
ncRNA	OutgroupA	614	-2.408034	-7.7724895
ncRNA	TypeIA_IIAI	615	0.7054941	-5.1738877
ncRNA	TypeIIIA1	616	4.1832933	-0.48975793
ncRNA	TypeIB1	617	-1.0735388	-2.2723584
ncRNA	Ec107_like	618	-22.786373	-18.119116
ncRNA	TypeIA_IIAI	619	-0.53955364	-3.0803201
ncRNA	TypeIB1	620	-0.9489504	0.038724508
ncRNA	TypeIIIA3	621	-7.9177284	-3.664812
ncRNA	TypeIA_IIAI	622	0.9830837	-5.7077804
ncRNA	TypeIV	623	4.763156	1.3663685
ncRNA	TypeIIIA3	624	-8.029571	-5.0988426
ncRNA	TypeIIIA1	625	-0.82736206	-1.3869386
ncRNA	OutgroupA	626	-1.7481432	-7.9495015
ncRNA	OutgroupA	627	-1.6855946	-7.3847365
ncRNA	TypeIIA3_firmi	628	-2.992989	-1.7904493
ncRNA	TypeIB1	629	-2.5393357	-1.1058266
ncRNA	TypeIIA3_proteo	630	0.2789651	-3.85608
ncRNA	TypeIB1	631	-22.799679	-17.818657
ncRNA	TypeIB1	632	-0.304474	-2.106749
ncRNA	TypeIIA3_proteo	633	1.0138061	-6.188117
ncRNA	TypeIV	634	-1.7120603	-4.9855866
ncRNA	TypeIIIA1	635	-2.330829	-0.97243226
ncRNA	TypeIIIA1	636	-2.4449809	-0.936669
ncRNA	TypeIIA3_proteo	637	0.2634847	-3.6467943
ncRNA	Ec107_like	638	-23.112896	-18.184443
ncRNA	TypeIA_IIAI	639	0.5827209	-5.52143
ncRNA	TypeIB1	640	-1.5009421	12.760295
ncRNA	TypeIIIA3	641	-8.379089	-5.6799693
ncRNA	Ec107_like	642	0.86988324	-7.565202
ncRNA	TypeIV	643	2.1420898	-3.467137
ncRNA	TypeIV	644	1.855287	-2.139201
ncRNA	Ec107_like	645	-8.690476	-0.50457424
ncRNA	TypeIIIA3	646	-7.740857	-4.454394
ncRNA	TypeIIA3_proteo	647	-2.0188522	-2.2906039
ncRNA	TypeIIIA3	648	-7.3403416	-4.9555383
ncRNA	TypeIC1_IC2	649	4.9815373	-5.213936
ncRNA	TypeIB1	650	0.2384312	-2.616794
ncRNA	TypeIA_IIAI	651	1.0185617	-5.1499467
ncRNA	TypeIIA3_proteo	652	4.48909	-4.650375
ncRNA	OutgroupA	653	-2.2564952	-8.032916
ncRNA	TypeIX	654	1.082428	-3.5424464
ncRNA	TypeIIIA1	655	-1.6579814	-1.6508023
ncRNA	TypeIV	656	18.474117	0.85138977
ncRNA	Ec107_like	657	-8.0293045	-0.6486951
ncRNA	TypeIA_IIAI	658	0.8472241	-4.923071
ncRNA	TypeIV	659	-1.9513478	0.45910928
ncRNA	Ec107_like	660	-6.9103427	-12.643548
ncRNA	TypeIIIA1	661	-2.4681976	-1.6503215
ncRNA	TypeIIA3_firmi	662	-2.9865212	-1.7421498
ncRNA	Ec107_like	663	-23.287214	-18.132317
ncRNA	TypeIX	664	1.1063901	-3.4592137
ncRNA	Ec107_like	665	1.3820522	-9.0208435
ncRNA	TypeIB1	666	-1.5631784	12.789469
ncRNA	TypeIV	667	3.4528546	-1.430506
ncRNA	TypeIV	668	4.64913	-0.9988658
ncRNA	TypeIB1	669	-0.39719868	-1.6854525
ncRNA	TypeIB1	670	-1.0287439	-4.2649016
ncRNA	TypeIC1_IC2	671	4.9097357	-5.107721
ncRNA	TypeIB2	672	6.3741193	10.518802
ncRNA	TypeIB1	673	-1.5257087	12.69125
ncRNA	TypeIIIA3	674	-8.362772	-4.560699
ncRNA	TypeIV	675	4.972972	-1.564857
ncRNA	Ec107_like	676	-0.24144682	-4.8827906
ncRNA	TypeIC1_IC2	677	5.2628236	-4.6051025
ncRNA	TypeIIA3_proteo	678	-1.6447978	-4.947243
ncRNA	TypeIV	679	2.1951656	-2.7983932
ncRNA	OutgroupA	680	-2.266922	-7.947264
ncRNA	TypeIV	681	18.622143	1.0151067
ncRNA	TypeIA_IIAI	682	0.6723964	-5.306871
ncRNA	TypeIV	683	4.9224257	-1.7126806
ncRNA	TypeIIIA1	684	-1.1227777	-1.3992732
ncRNA	TypeIA_IIAI	685	-0.18206543	-3.7449546
ncRNA	Ec107_like	686	-3.849254	0.011782536
ncRNA	Ec107_like	687	-23.385464	-18.12764
ncRNA	TypeIIIA3	688	-7.2133117	-4.6192636
ncRNA	TypeIV	689	18.572166	0.91640735
ncRNA	OutgroupA	690	-2.3322835	-7.814229
ncRNA	Ec107_like	691	-23.427341	-18.085556
ncRNA	TypeIIA3_proteo	692	-0.79417557	-3.643146
ncRNA	TypeIA_IIAI	693	0.13245451	-5.4047203
ncRNA	TypeIB1	694	-0.42072392	-1.6985799
ncRNA	TypeIIIA1	695	-2.0610611	-1.9535567
ncRNA	TypeIB1	696	-0.43322122	-2.1339962
ncRNA	TypeIC1_IC2	697	5.006288	-3.3505964
ncRNA	TypeIV	698	2.8523662	-2.55694
ncRNA	TypeIA_IIAI	699	-0.36948165	-2.8377395
ncRNA	Ec107_like	700	0.19497754	-7.4740906
ncRNA	OutgroupA	701	-2.7409017	-8.102061
ncRNA	TypeIIIA3	702	-7.2547646	-4.6757092
ncRNA	TypeIIIA1	703	-2.54075	-0.81013334
ncRNA	TypeIV	704	2.167947	-2.7771955
ncRNA	TypeIB2	705	0.84243774	-0.058453128
ncRNA	TypeIV	706	1.9057786	-1.8452933
ncRNA	TypeIV	707	2.5776522	-2.6302361
ncRNA	TypeIV	708	2.1850471	-3.4311454
ncRNA	TypeIA_IIAI	709	-0.24245647	-5.4823804
ncRNA	TypeXIIIB_Ne144	710	-3.6451614	-2.3309808
ncRNA	TypeIIA3_proteo	711	-1.699083	-4.9988637
ncRNA	Ec107_like	712	-22.845346	-17.897367
ncRNA	Ec107_like	713	5.026985	-5.2298384
ncRNA	TypeIIA3_proteo	714	-2.0909936	-2.136664
ncRNA	OutgroupA	715	-1.9302717	-7.8066063
ncRNA	TypeIIIA3	716	-8.11895	-4.7112994
ncRNA	TypeIIIA3	717	-7.841671	-4.2765055
ncRNA	TypeIIIA1	718	-1.4178697	-1.194704
ncRNA	TypeIC1_IC2	719	4.822017	-5.212007
ncRNA	TypeIA_IIAI	720	0.506257	-5.636961
ncRNA	TypeIB1	721	-1.0082408	0.08254316
ncRNA	OutgroupA	722	-2.2678394	-7.6958575
ncRNA	TypeIV	723	3.7965696	-1.6884592
ncRNA	TypeIIIA1	724	-1.405069	-0.3404245
ncRNA	TypeIB1	725	-1.4881924	12.713783
ncRNA	TypeIC1_IC2	726	4.9009414	-5.418849
ncRNA	TypeIIIA3	727	-8.104786	-5.6775975
ncRNA	TypeIV	728	-2.070533	0.38844922
ncRNA	TypeIIIA1	729	-1.6535609	-5.0003176
ncRNA	Ec107_like	730	1.4024894	-8.97765
ncRNA	OutgroupA	731	-1.2992808	-6.8797765
ncRNA	TypeIB1	732	-0.37251794	-1.7879896
ncRNA	Ec107_like	733	4.5081296	-4.92742
ncRNA	TypeIB1	734	0.21453957	-2.439966
ncRNA	Ec107_like	735	-10.612044	4.196795
ncRNA	TypeIIA3_proteo	736	0.12205652	-4.1907773
ncRNA	TypeIIA3_proteo	737	1.9046484	-3.6345873
ncRNA	TypeIIA3_proteo	738	-1.9928445	-2.2993276
ncRNA	OutgroupA	739	-2.7785227	-8.297185
ncRNA	TypeIX	740	1.3325375	-3.7000492
ncRNA	TypeIV	741	18.46517	0.9922529
ncRNA	TypeIV	742	4.907441	-1.5594134
ncRNA	TypeIIIA3	743	-8.222716	-5.2263923
ncRNA	TypeIC1_IC2	744	4.76081	-5.1675506
ncRNA	Ec107_like	745	1.4322894	-8.996041
ncRNA	Ec107_like	746	-8.993588	-0.3902506
ncRNA	Ec107_like	747	-1.3635523	-1.2842588
ncRNA	TypeIIA3_proteo	748	-0.7757095	-3.6925356
ncRNA	TypeIV	749	2.1727219	-3.4119859
ncRNA	Ec107_like	750	1.3533918	-8.935643
ncRNA	Ec107_like	751	-0.24462162	-14.065669
ncRNA	TypeIIIA1	752	0.6901246	-4.355931
ncRNA	TypeIIIA3	753	-8.202553	-4.1168785
ncRNA	Ec107_like	754	-8.930768	-0.3381048
ncRNA	TypeIC1_IC2	755	-1.4864256	0.34707174
ncRNA	TypeIIIA3	756	-8.3815	-5.564909
ncRNA	TypeIV	757	2.7934115	-1.1336459
ncRNA	OutgroupA	758	-1.6218046	-7.516475
ncRNA	TypeIIIA2	759	-1.5991286	-1.3782438
ncRNA	Ec107_like	760	-8.560397	-0.72145295
ncRNA	TypeIA_IIAI	761	1.1402134	-4.060167
ncRNA	TypeIV	762	2.1513069	-3.1918063
ncRNA	TypeIA_IIAI	763	-0.49491987	-2.7484796
ncRNA	TypeIA_IIAI	764	-0.9621588	-5.996526
ncRNA	TypeIIIA1	765	-0.9493596	-1.2537049
ncRNA	TypeIIA3_firmi	766	-2.86602	-1.5568624
ncRNA	Ec107_like	767	-10.790205	4.3767176
ncRNA	TypeIV	768	2.5003443	-2.5052986
ncRNA	OutgroupA	769	-1.6603541	-6.840504
ncRNA	TypeIC1_IC2	770	4.7964873	-4.8643446
ncRNA	TypeIB2	771	2.2353957	-0.008325322
ncRNA	TypeIIIA3	772	-7.2510543	-4.6980968
ncRNA	TypeIIA3_firmi	773	-3.0383246	-1.7017689
ncRNA	TypeIV	774	2.3044195	-1.9608134
ncRNA	TypeIA_IIAI	775	0.90086967	-4.8368387
ncRNA	TypeIB1	776	0.21589579	-2.6033113
ncRNA	Ec107_like	777	-10.71763	4.30412
ncRNA	Ec107_like	778	-22.928755	-18.195173
ncRNA	TypeIIA3_firmi	779	-2.2787182	1.0616366
ncRNA	TypeIB2	780	2.3747694	0.04949655
ncRNA	Ec107_like	781	0.12718166	-7.5014853
ncRNA	TypeIB2_firmi	782	-2.3161097	0.27617908
ncRNA	TypeIB1	783	-1.5822554	12.808493
ncRNA	TypeIIIA3	784	-7.421221	-4.682166
ncRNA	Ec107_like	785	-1.0733354	-1.098656
ncRNA	TypeIA_IIAI	786	0.53191787	-5.9460983
ncRNA	TypeIA_IIAI	787	0.06972673	-4.1197734
ncRNA	Ec107_like	788	-23.424559	-18.024914
ncRNA	TypeIB1	789	-1.5535386	12.780945
ncRNA	TypeIA_IIAI	790	0.7063196	-4.5856624
ncRNA	TypeIIIA3	791	-7.218913	-4.630454
ncRNA	TypeIA_IIAI	792	0.35200867	-5.3192472
ncRNA	TypeIV	793	1.9124198	-2.3274121
ncRNA	Ec107_like	794	-23.409542	-17.979948
ncRNA	TypeIC1_IC2	795	5.423846	-4.73323
ncRNA	Ec107_like	796	-6.8787084	-13.292605
ncRNA	TypeIIIA3	797	-7.085994	-4.8295827
ncRNA	TypeIIIA1	798	-1.616454	-0.4736019
ncRNA	TypeIB1	799	-5.3717875	3.0350914
ncRNA	TypeIIIA1	800	-1.2377696	-1.3239493
ncRNA	TypeIIA3_proteo	801	-1.980051	-2.2915156
ncRNA	TypeXIIIA_firmi	802	-3.722693	-2.5001378
ncRNA	Ec107_like	803	-3.7691762	-2.2052207
ncRNA	TypeIC1_IC2	804	5.1235566	-5.285213
ncRNA	TypeIB2	805	1.0693251	0.06281611
ncRNA	Ec107_like	806	-2.3453786	0.18853019
ncRNA	TypeIX	807	1.1979631	-6.2382183
ncRNA	TypeIIA3_proteo	808	-1.9523633	-2.2349641
ncRNA	TypeIV	809	1.6446157	-6.3170075
ncRNA	TypeIIA3_firmi	810	-3.0048747	-1.754422
ncRNA	Ec107_like	811	-8.902741	-0.28936055
ncRNA	Ec107_like	812	-10.677971	4.2636447
ncRNA	TypeIA_IIAI	813	0.5744226	-5.9271274
ncRNA	TypeIIA3_proteo	814	-0.35847887	-4.0210547
ncRNA	TypeIA_IIAI	815	0.7615098	-4.827893
ncRNA	Ec107_like	816	-0.26525092	-14.042977
ncRNA	TypeIIA3_proteo	817	0.49054715	-4.0793843
ncRNA	TypeIV	818	2.2494574	-3.4252644
ncRNA	TypeIV	819	18.576136	1.0000875
ncRNA	TypeIIIA2	820	-3.2531238	1.5306035
ncRNA	Ec107_like	821	0.8863356	-7.6009035
ncRNA	TypeIB1	822	0.24381806	-2.4997308
ncRNA	Ec107_like	823	-6.667043	-12.896651
ncRNA	TypeIIA3_proteo	824	0.20776226	-3.9227653
ncRNA	TypeIB1	825	-2.3448558	0.00010854297
ncRNA	TypeIV	826	2.8782704	-1.2099602
ncRNA	TypeIA_IIAI	827	1.4154309	-5.2119393
ncRNA	Ec107_like	828	1.3726586	-9.002942
ncRNA	TypeIB1	829	-0.44448423	-1.7181672
ncRNA	TypeIB2	830	6.370195	10.493959
ncRNA	TypeIIIA1	831	-3.0134785	-0.84229314
ncRNA	Ec107_like	832	-22.648054	-17.818455
ncRNA	TypeIIIA3	833	-7.992627	-3.6600785
ncRNA	TypeIA_IIAI	834	0.3731152	-5.346994
ncRNA	Ec107_like	835	-22.79221	-17.804287
ncRNA	TypeIC1_IC2	836	-1.9842956	0.5373358
ncRNA	Ec107_like	837	-10.7191305	4.3057566
ncRNA	Ec107_like	838	-10.674146	4.2607265
ncRNA	TypeIB1	839	0.054908235	-2.4952145
ncRNA	TypeIIIA3	840	-7.544145	-5.2736454
ncRNA	TypeIIIA1	841	-2.279638	-0.82893527
ncRNA	Ec107_like	842	-23.389189	-18.081923
ncRNA	TypeIA_IIAI	843	0.56306106	-4.194963
ncRNA	Ec107_like	844	1.3687385	-8.990476
ncRNA	TypeIV	845	18.59225	0.89774233
ncRNA	TypeIV	846	2.07188	-1.8575749
ncRNA	Ec107_like	847	0.062158663	-7.547844
ncRNA	TypeIIIA1	848	-1.3340473	-1.1073397
ncRNA	TypeIV	849	1.6868478	-2.7319584
ncRNA	Ec107_like	850	-10.824249	4.4112005
ncRNA	TypeIIIA1	851	4.2190304	0.25353375
ncRNA	Ec107_like	852	-22.991766	-18.086466
ncRNA	TypeIIIA3	853	-8.13143	-4.238064
ncRNA	TypeIIIA3	854	-7.074021	-4.643257
ncRNA	TypeIA_IIAI	855	1.4712286	-5.7333527
ncRNA	Ec107_like	856	0.57576036	-7.3838224
ncRNA	TypeIA_IIAI	857	0.4882335	-4.6553464
ncRNA	Ec107_like	858	-2.68638	0.38599223
ncRNA	TypeIV	859	1.7230115	-2.1107006
ncRNA	Ec107_like	860	-7.9390244	-0.26574948
ncRNA	TypeIA_IIAI	861	0.5236325	-5.305168
ncRNA	TypeIIIA1	862	-1.3296086	-1.563016
ncRNA	TypeIA_IIAI	863	0.45865676	-6.99333
ncRNA	TypeIV	864	5.623383	-1.978253
ncRNA	TypeIC1_IC2	865	5.4631295	-4.7567363
ncRNA	TypeIA_IIAI	866	1.0070797	-5.6249375
ncRNA	TypeIV	867	2.0219595	-1.8542962
ncRNA	TypeIV	868	4.731881	1.3505216
ncRNA	TypeIC1_IC2	869	5.4943547	-4.769421
ncRNA	OutgroupA	870	-2.343437	-7.8981457
ncRNA	TypeIIA3_firmi	871	-2.850601	-1.7260332
ncRNA	TypeIIIA1	872	-0.824705	-0.66524893
ncRNA	TypeIC1_IC2	873	-1.8397826	0.39818728
ncRNA	TypeIV	874	3.905381	-1.3139393
ncRNA	TypeIV	875	2.1349463	-3.3965497
ncRNA	TypeIIIA3	876	-8.734024	-5.562558
ncRNA	Ec107_like	877	-8.267412	-0.5036046
ncRNA	TypeIB2	878	0.98525167	0.13760236
ncRNA	TypeIIIA3	879	-8.530232	-5.5215836
ncRNA	TypeIB2	880	-2.7506483	0.4579593
ncRNA	Ec107_like	881	-8.660376	-0.5846968
ncRNA	TypeIB1	882	0.5256901	-1.9354926
ncRNA	TypeXIIIB_Ne144	883	-6.6007786	-5.037217
ncRNA	TypeIV	884	18.608915	0.8558084
ncRNA	TypeIIA3_proteo	885	-2.0658498	-2.1697946
ncRNA	TypeIB1	886	0.17666182	-2.5874636
ncRNA	TypeIIA3_firmi	887	-2.227832	1.0310405
ncRNA	TypeIIIA3	888	-8.044978	-4.7601337
ncRNA	TypeIV	889	2.635654	-2.5738494
ncRNA	TypeIA_IIAI	890	0.59618324	-4.6217747
ncRNA	TypeIV	891	2.0452337	-3.5455785
ncRNA	TypeIIIA3	892	-8.183213	-4.1897945
ncRNA	TypeIIIA3	893	-8.0329075	-5.5080714
ncRNA	TypeIIA3_firmi	894	-2.8224518	-1.5948628
ncRNA	TypeV	895	4.555653	0.5361135
ncRNA	TypeIIIA3	896	-7.2904	-4.7764497
ncRNA	TypeIIIA1	897	-0.21778966	-2.0576873
ncRNA	TypeIIIA3	898	0.801976	-3.7580783
ncRNA	Ec107_like	899	-3.4038916	0.26090124
ncRNA	TypeIC1_IC2	900	4.7196994	-5.4856
ncRNA	TypeIIIA3	901	-7.915669	-4.77868
ncRNA	TypeIV	902	-1.9273123	0.56602514
ncRNA	Ec107_like	903	-2.2222266	-1.7106198
ncRNA	TypeIA_IIAI	904	0.523375	-4.8939
ncRNA	TypeIB1	905	-1.5057708	12.762666
ncRNA	TypeIIIA3	906	-8.29838	-4.237026
ncRNA	TypeIV	907	2.2312567	-1.9526116
ncRNA	TypeIV	908	1.229747	-3.1758828
ncRNA	TypeIIA3_proteo	909	0.26526958	-3.598875
ncRNA	TypeIIIA3	910	-7.877731	-4.8062034
ncRNA	TypeXIIIC_Mx162	911	-0.30255872	-4.994876
ncRNA	TypeIIA3_proteo	912	-1.3146197	-2.3819609
ncRNA	Ec107_like	913	-8.924486	-0.29928437
ncRNA	TypeIV	914	1.6123265	-2.2648494
ncRNA	TypeIIA3_proteo	915	-0.6289274	-3.9503543
ncRNA	Ec107_like	916	-6.760223	-12.7823715
ncRNA	Ec107_like	917	-23.178917	-18.070402
ncRNA	TypeIV	918	2.113068	-1.7422873
ncRNA	TypeIV	919	2.1672976	-2.75249
ncRNA	TypeIB1	920	-0.032953314	-1.6591201
ncRNA	TypeIIA3_proteo	921	0.25318977	-3.6216564
ncRNA	TypeIB1	922	-1.4734734	12.746104
ncRNA	TypeIIIA3	923	-7.7935925	-5.184061
ncRNA	Ec107_like	924	-23.198105	-18.10855
ncRNA	Ec107_like	925	-23.101887	-17.843433
ncRNA	TypeIIIA3	926	-8.064464	-4.206082
ncRNA	Ec107_like	927	-23.369534	-18.11107
ncRNA	TypeXIII_Mx65	928	-0.69600964	-5.3833103
ncRNA	Ec107_like	929	-23.338903	-18.126425
ncRNA	TypeXIIIB_Ne144	930	-6.1546216	-4.935146
ncRNA	Ec107_like	931	-8.896962	-0.2683124
ncRNA	TypeIIIA1	932	-1.3219051	-1.7931926
ncRNA	TypeIV	933	18.647	0.8520343
ncRNA	Ec107_like	934	-10.874293	4.4609785
ncRNA	TypeIB1	935	-0.34312603	-2.0782852
ncRNA	Ec107_like	936	0.57251936	-7.333745
ncRNA	TypeIB1	937	-1.4532113	12.682388
ncRNA	OutgroupA	938	-1.8308927	-7.113743
ncRNA	TypeIV	939	18.410696	0.78282267
ncRNA	TypeIC1_IC2	940	4.811946	-5.347209
ncRNA	TypeIA_IIAI	941	0.44051427	-5.2878613
ncRNA	TypeIV	942	2.1416638	-3.4564128
ncRNA	TypeIA_IIAI	943	0.075895116	-4.0884724
ncRNA	TypeIIIA1	944	-1.6486442	-0.5680184
ncRNA	TypeIB1	945	0.32213742	-2.1963806
ncRNA	TypeIB1	946	0.15620816	-2.265069
ncRNA	TypeIIA3_firmi	947	-2.993387	-1.8067104
ncRNA	TypeV	948	5.3040175	0.14694914
ncRNA	Ec107_like	949	-23.497078	-18.211758
ncRNA	TypeIV	950	1.7371887	-2.2560787
ncRNA	TypeIIIA1	951	-3.2303925	-2.3717945
ncRNA	TypeIV	952	18.553194	0.9534526
ncRNA	TypeIV	953	1.6967871	-6.3875747
ncRNA	TypeIIA3_proteo	954	-0.7613176	-3.5769134
ncRNA	TypeIIIA1	955	-2.1898272	-1.8879024
ncRNA	TypeIA_IIAI	956	0.68047917	-4.7690206
ncRNA	Ec107_like	957	-22.677027	-17.716248
ncRNA	TypeIIA3_proteo	958	-1.9949772	-2.3510714
ncRNA	TypeIA_IIAI	959	0.98171234	-5.3941593
ncRNA	TypeIIIA1	960	3.8696687	-0.06992711
ncRNA	TypeIV	961	18.469067	0.8425118
ncRNA	TypeIB2	962	2.3042707	0.062917896
ncRNA	Ec107_like	963	-23.412117	-17.975533
ncRNA	TypeIIIA1	964	-4.46213	-1.0229008
ncRNA	Ec107_like	965	-8.925537	-0.25743335
ncRNA	TypeIA_IIAI	966	-2.5120254	-2.1529858
