rt50	type_label_modal	type_labels	loci	exact_rt	rt90	loci_per_rt90	genomes	species	genera	phyla	sources	matched_local	matched_t1	unmatched_adequate	unmatched_limited	rt90_matched_s12	rt90_unmatched_s12	rt90_unmatched_s3	cm_models	padloc_xii_loci	DENOVO_FEASIBLE_S12	DENOVO_FEASIBLE_S3
0061b1536400b8a809b979203217e536d4ff0ef7cc52993737aa15afd0184f2e	III-A	III-A	127	12	7	18.1	127	16	4	2	mgnify_marine|ncbi_bacteria|gtdb_bacteria	0	0	125	2	0	7	0		0.0	True	False
5209df57bd78fb642175d109c5d7831de22286d358e5031cd4b923db630a7236	XII	XII	32	15	7	4.6	32	7	4	2	ncbi_bacteria|gtdb_bacteria	0	0	31	1	0	0	7		0.0	False	True
ff36f0389eac4df2a2c771b1c2176678acfc1fd12b26ebb2a17f4fb6faa9f1bc	III-A	III-A	25	8	7	3.6	25	12	6	2	ncbi_bacteria|gtdb_bacteria	0	0	25	0	0	7	0		0.0	True	False
1ddcd1a11f026599311389221fe7a34bdaf61b1ffaa09450b16f6205469594df	III-A	III-A	46	25	7	6.6	46	29	13	2	ncbi_bacteria|gtdb_bacteria|mgnify_human_gut|gem	0	0	41	5	0	7	0		0.0	True	False
29e679684413a890aea13ba463f440a76a9845a659928e82098f638f01c2ae7e	III-A	III-A	20	13	10	2.0	20	18	14	2	gtdb_bacteria|gem|ncbi_bacteria|mgnify_marine	0	0	14	6	0	7	0		0.0	True	False
f84736b29ba7b54484ec3ac99e9406bcea3067eb8a574414fbcdd00339d8c514	III-A	UNLABELLED|III-A	50	12	8	6.3	50	19	12	2	ncbi_bacteria|mgnify_marine|gem|mgnify_human_gut|gtdb_bacteria	0	0	48	2	0	7	0		0.0	True	False
a39b97fabd193da116a138480ef66962ba9f3a02e7bee2f12c221ca3c919ce16	UNLABELLED	VI|UNLABELLED	56	16	7	8.0	56	22	5	2	gtdb_bacteria|ncbi_bacteria	0	0	56	0	0	7	0		0.0	True	False
72a7983824829dd3e6241966a7a2045580d76a010760a7df719bfbd4ea1613f6	I-B	I-B|UNLABELLED	132	16	6	22.0	132	19	14	4	gtdb_bacteria|mgnify_human_gut|gem|ncbi_bacteria	0	0	130	2	0	6	0		0.0	True	False
5353fc5689dc4a7e059c166649f3030852bc44dada28163f771f108b91444b84	XII	XII	10	9	9	1.1	10	9	8	2	gtdb_bacteria|mgnify_soil|ncbi_bacteria	0	0	7	3	0	0	6		0.0	False	True
af23fbb6170157241d08bc171c3280ed5450780a565f696700cbda4db32c8c9a	XII	XII	9	8	7	1.3	9	8	5	2	gtdb_bacteria|ncbi_bacteria	0	0	8	1	0	0	6		7.0	False	True
347229ddb9f96e8a6feab8b8251a884eb821fce7105ebbba590b98376bd855d4	XII	XII	25	17	8	3.1	25	18	6	2	gtdb_bacteria|ncbi_bacteria	0	0	18	7	0	0	6		0.0	False	True
0d688daeecec8eaef1dbbd304eeb06d88e90d968a2e0ac7e1c148a219fef27f7	XII	XII	9	6	6	1.5	9	5	5	3	gtdb_bacteria|gem|ncbi_bacteria|mgnify_soil	0	0	9	0	0	0	6		3.0	False	True
6bd0c6d9b3a83df24a168641b1419d7ac35792744c0aa22cae413526e0b5db17	II-A	II-A	12	7	6	2.0	12	10	6	2	gtdb_bacteria|ncbi_bacteria	0	0	12	0	0	6	0		0.0	True	False
cb694ed4835cf587a8cc4e161145213266a735a9b1d4505e8441d3f7a814c9c5	XII	XII	12	12	6	2.0	12	10	5	2	gtdb_bacteria|mgnify_human_gut|ncbi_bacteria	0	0	12	0	0	0	6		0.0	False	True
d0df7e701c5bd50d03405f33388d8a9118c1831410c372d07af3eee152822e1f	I-B	UNLABELLED|I-B	94	31	6	15.7	94	21	14	3	ncbi_bacteria|gem|mgnify_human_gut|gtdb_bacteria	0	0	93	1	0	6	0		0.0	True	False
2279304ebdac27ea6dbeee3932c84f147c61771cb9b387063862c06da84b7b91	VI	UNLABELLED|VI	75	48	6	12.5	75	27	12	3	ncbi_bacteria|mgnify_human_gut|gtdb_bacteria	0	0	66	9	0	6	0		0.0	True	False
01ebd3ad62bba69f777ecfa5f1728408f72070530de849c9e8e37499b83db8fc	UNLABELLED	UNLABELLED|II-A	37	29	7	5.3	37	8	5	2	ncbi_bacteria|gtdb_bacteria	0	0	15	22	0	6	0		0.0	True	False
55c56e20a3e7a26da389937d6340999e50327531562af231a950ff07b3611dac	I-B	UNLABELLED|I-B	57	21	7	8.1	57	13	9	3	ncbi_bacteria|gtdb_bacteria|mgnify_human_gut	0	0	45	12	0	6	0		0.0	True	False
f88f22c80d47d0a3a91de3d698287e3bf7d8217cef0017bfbcfec264fc903efc	III-A	III-A	24	9	6	4.0	24	15	10	2	ncbi_bacteria|mgnify_marine|gem|mgnify_human_gut|gtdb_bacteria	0	0	22	2	0	6	0		0.0	True	False
5287c385668c90e074abf4246a2a13980fa084bf8aed383fcf0e7c4b73397d17	I-B	I-B|UNLABELLED	15	8	7	2.1	15	7	5	2	ncbi_bacteria|mgnify_marine|gtdb_bacteria	0	0	12	3	0	6	0		0.0	True	False
66408e907a21cb6e9822ebbc75a46fcd8571b0601b0b50ee8521a691fcf2c861	III-A	III-A	17	7	6	2.8	17	15	4	2	gtdb_bacteria|gem|ncbi_bacteria	0	0	17	0	0	6	0		0.0	True	False
4ff6112caf2f4bc675cdceb50d221d948bc99576df47787100f23c1e825e89fe	XII	XII|I-C	60	35	6	10.0	60	13	10	2	gem|mgnify_human_gut|gtdb_bacteria|ncbi_bacteria	0	0	55	5	0	0	6		0.0	False	True
81cab691d0c661f4bb4e98729b91afc037e4fb0321d846b487d3b9f6b14c308b	III-A	III-A	21	9	6	3.5	21	17	12	4	mgnify_human_gut|gtdb_bacteria|ncbi_bacteria	0	0	18	3	0	6	0		0.0	True	False
6981a787db395e5dcb50e1a631c3f0ecd8e880c42ef8cfe5e4517e7c9cf553a2	II-A	UNLABELLED|II-A	104	68	9	11.6	104	15	5	2	gtdb_bacteria|ncbi_bacteria	0	0	51	53	0	6	0		0.0	True	False
80f7a093074c534bccb1b1a46eb5308fb72c3262eb0275108c64421d39e4a911	III-A	III-A	21	7	6	3.5	21	11	2	2	ncbi_bacteria|gem|gtdb_bacteria	0	0	21	0	0	6	0		0.0	True	False
584496137d70446796ed895c274593def25e471125f3a68c68cc5b70df31c87a	III-A	III-A	22	11	9	2.4	22	15	7	2	gtdb_bacteria|gem|mgnify_human_gut|ncbi_bacteria	0	0	18	4	0	6	0		0.0	True	False
66828ff8eba0e0f784555fd13d58238fddcaed040dadedbff63bc4d0b2fb4261	VII-A1	VII-A1	39	14	6	6.5	39	23	9	2	gtdb_bacteria|gem|ncbi_bacteria	0	0	38	1	0	0	6		0.0	False	True
45e5016a02806343581256c0db55b1acf01fac94aefccd576e23de90b2858b16	XI	XI	64	8	7	9.1	64	13	10	3	ncbi_bacteria|gtdb_bacteria|mgnify_human_gut	0	0	61	3	0	0	6		0.0	False	True
0f1d9a2a83e045eb1af9ab4347b4dd5a5c40a44bd67fe58d932ed4649f4e0297	III-A	III-A	24	11	6	4.0	24	19	3	2	mgnify_marine|ncbi_bacteria|gtdb_bacteria	0	0	23	1	0	6	0		0.0	True	False
dffd7942a24e4e11e5090f01e2e15736d099e61efdb9726a55e71d3628d07fb5	VI	UNLABELLED|VI	69	14	6	11.5	69	9	2	2	gtdb_bacteria|ncbi_bacteria|gem	0	0	68	1	0	6	0		0.0	True	False
277d658b19f715a99d4ccaad120c8d527f0307bc6c1f7a3cc61827b7b713533f	VI	VI	15	7	6	2.5	15	10	3	2	ncbi_bacteria|gtdb_bacteria	0	0	15	0	0	6	0		0.0	True	False
2f0f0def6cc25eed3c4c5046e74fca6edf7aa0cb2e83193fea8166489129e3ab	III-A	III-A	70	17	6	11.7	70	17	9	3	gtdb_bacteria|mgnify_human_gut|gem|ncbi_bacteria	0	0	59	11	0	6	0		0.0	True	False
6094134cc2814b68a12ca4dd74f7642350a6123547dabad1713ea63dc1366027	III-A	III-A	23	13	6	3.8	23	15	7	3	gtdb_bacteria|mgnify_human_gut|ncbi_bacteria	0	0	17	6	0	6	0		0.0	True	False
1f7ce28ded417c39f5ef322f3a3ed02e834db89e49bc56eb598be20a666365c7	III-A	III-A	70	18	7	10.0	69	30	18	4	mgnify_human_gut|gtdb_bacteria|ncbi_bacteria|gem	0	0	57	13	0	6	0		0.0	True	False
9534c970bdb318486159a4742ba8985d04be1f9d118f5f3c74de1a01582a4a3b	VI	VI	24	6	6	4.0	24	8	6	2	gtdb_bacteria|gem|ncbi_bacteria	0	0	24	0	0	6	0		0.0	True	False
f76cbf998f3bb6dd2fb64fb9d746c1a7f512fad20b7f6d98b75564b12aa82a00	III-A	III-A|UNLABELLED	19	8	6	3.2	19	11	1	3	ncbi_bacteria|mgnify_human_gut|gtdb_bacteria	0	0	18	1	0	6	0		0.0	True	False
96ed034801299090ac081f93b2a8d46fab9c4c152b5d0b3768bc1e0f81d24933	III-A	III-A|UNLABELLED	71	17	6	11.8	71	19	5	2	mgnify_marine|ncbi_bacteria|gtdb_bacteria	0	0	69	2	0	6	0		0.0	True	False
