gid	fasta_key	span
4313805906ad350a	W500_real_halfA	260
4313805906ad350a	W500_real_halfB	260
4313805906ad350a	W500_real_lco	260
487b72945afee676	W500_real	260
487b72945afee676	W500_ctrl	260
487b72945afee676	W500_real_halfA	260
487b72945afee676	W500_real_halfB	260
487b72945afee676	W500_real_lco	260
4ba5c38dee4829b3	W500_real	260
4ba5c38dee4829b3	W500_ctrl	260
4bae89207a2c3116	W500_real	260
4bae89207a2c3116	W500_ctrl	260
4c8f84f239bf0fb9	W500_real	260
4c8f84f239bf0fb9	W500_ctrl	260
4c8f84f239bf0fb9	W500_real_halfA	260
4c8f84f239bf0fb9	W500_real_halfB	260
4c8f84f239bf0fb9	W500_real_lco	260
4e10d035a059f567	W500_real	260
4e10d035a059f567	W500_ctrl	260
4e10d035a059f567	W500_real_halfA	260
4e10d035a059f567	W500_real_halfB	260
4e10d035a059f567	W500_real_lco	260
4f2157d3ded3ffae	W500_real	260
4f2157d3ded3ffae	W500_ctrl	260
50ed59ac2905305d	W500_real	260
50ed59ac2905305d	W500_ctrl	260
52c6d134f8abe7a0	W500_real	260
52c6d134f8abe7a0	W500_ctrl	260
585cf1b128947cca	W500_real	260
585cf1b128947cca	W500_ctrl	260
5920070f0e0784db	W500_real	260
5920070f0e0784db	W500_ctrl	260
63afe61bbedc1226	W500_real	260
63afe61bbedc1226	W500_ctrl	260
63afe61bbedc1226	W500_real_halfA	260
63afe61bbedc1226	W500_real_halfB	260
63afe61bbedc1226	W500_real_lco	260
69239d0154af3bfd	W500_real	260
69239d0154af3bfd	W500_ctrl	260
69785952089c79b4	W500_real	260
69785952089c79b4	W500_ctrl	260
69785952089c79b4	W500_real_halfA	260
69785952089c79b4	W500_real_halfB	260
69785952089c79b4	W500_real_lco	260
72a36fa19fe3d404	W500_real	260
72a36fa19fe3d404	W500_ctrl	260
7cbd1dbfc01a08c1	W500_real	260
7cbd1dbfc01a08c1	W500_ctrl	260
7cbd1dbfc01a08c1	W500_real_halfA	260
7cbd1dbfc01a08c1	W500_real_halfB	260
7cbd1dbfc01a08c1	W500_real_lco	260
7e94c2e1f033c9ea	W500_real	260
7e94c2e1f033c9ea	W500_ctrl	260
800456be41a8be95	W500_real	260
800456be41a8be95	W500_ctrl	260
80a6eef4a418e603	W500_real	260
80a6eef4a418e603	W500_ctrl	260
80a6eef4a418e603	W500_real_halfA	260
80a6eef4a418e603	W500_real_halfB	260
80a6eef4a418e603	W500_real_lco	260
8396be309faadcc1	W500_real	260
8396be309faadcc1	W500_ctrl	260
84d02396d0a0cb11	W500_real	260
84d02396d0a0cb11	W500_ctrl	260
8b159a32141abe21	W500_real	260
8b159a32141abe21	W500_ctrl	260
9c62f124538e32ab	W500_real	260
9c62f124538e32ab	W500_ctrl	260
a6f15dab5abadb3d	W500_real	260
a6f15dab5abadb3d	W500_ctrl	260
aca195e88bd5b62d	W500_real	260
aca195e88bd5b62d	W500_ctrl	260
adb6d3fbda9369bf	W500_real	260
adb6d3fbda9369bf	W500_ctrl	260
adb6d3fbda9369bf	W500_real_halfA	260
adb6d3fbda9369bf	W500_real_halfB	260
adb6d3fbda9369bf	W500_real_lco	260
ae223fbe50f08b7c	W500_real	260
ae223fbe50f08b7c	W500_ctrl	260
b0ff681bfbf1325f	W500_real	260
b0ff681bfbf1325f	W500_ctrl	260
b0ff681bfbf1325f	W500_real_halfA	260
b0ff681bfbf1325f	W500_real_halfB	260
b0ff681bfbf1325f	W500_real_lco	260
b630657b1d23f4f3	W500_real	260
b630657b1d23f4f3	W500_ctrl	260
b8bcb02df3aa74b6	W500_real	260
b8bcb02df3aa74b6	W500_ctrl	260
b8bcb02df3aa74b6	W500_real_halfA	260
b8bcb02df3aa74b6	W500_real_halfB	260
b8bcb02df3aa74b6	W500_real_lco	260
b8eeae5f28771610	W500_real	260
b8eeae5f28771610	W500_ctrl	260
bac6c7563fc9cf37	W500_real	260
bac6c7563fc9cf37	W500_ctrl	260
beddec72832b1b49	W500_real	260
beddec72832b1b49	W500_ctrl	260
beddec72832b1b49	W500_real_halfA	260
beddec72832b1b49	W500_real_halfB	260
beddec72832b1b49	W500_real_lco	260
c27cae419d4a7109	W500_real	260
c27cae419d4a7109	W500_ctrl	260
c27cae419d4a7109	W500_real_halfA	260
c27cae419d4a7109	W500_real_halfB	260
c27cae419d4a7109	W500_real_lco	260
c5cffdb5a405570f	W500_real	260
c5cffdb5a405570f	W500_ctrl	260
c5cffdb5a405570f	W500_real_halfA	260
c5cffdb5a405570f	W500_real_halfB	260
c5cffdb5a405570f	W500_real_lco	260
c77fb054c7ad1581	W500_real	260
c77fb054c7ad1581	W500_ctrl	260
cbc974f32f255051	W500_real	260
cbc974f32f255051	W500_ctrl	260
cbc974f32f255051	W500_real_halfA	260
cbc974f32f255051	W500_real_halfB	260
cbc974f32f255051	W500_real_lco	260
d23118e6dedf1b94	W500_real	260
d23118e6dedf1b94	W500_ctrl	260
d23118e6dedf1b94	W500_real_halfA	260
d23118e6dedf1b94	W500_real_halfB	260
d46b15ffb94c6b87	W500_real	260
d46b15ffb94c6b87	W500_ctrl	260
d7c476fdea359d5c	W500_real	260
d7c476fdea359d5c	W500_ctrl	260
d81884f7ac0bc0bd	W500_real	260
d81884f7ac0bc0bd	W500_ctrl	260
def9f269948f31e0	W500_real	260
def9f269948f31e0	W500_ctrl	260
e0471f3ef2ba301b	W500_real	260
e0471f3ef2ba301b	W500_ctrl	260
e0471f3ef2ba301b	W500_real_halfA	260
e0471f3ef2ba301b	W500_real_halfB	260
e0471f3ef2ba301b	W500_real_lco	260
e8231df5fbcc062f	W500_real	260
e8231df5fbcc062f	W500_ctrl	260
e8231df5fbcc062f	W500_real_halfA	260
e8231df5fbcc062f	W500_real_halfB	260
e8231df5fbcc062f	W500_real_lco	260
eb2dd39a80d1a3c2	W500_real	260
eb2dd39a80d1a3c2	W500_ctrl	260
eb2dd39a80d1a3c2	W500_real_halfA	260
eb2dd39a80d1a3c2	W500_real_halfB	260
eb2dd39a80d1a3c2	W500_real_lco	260
edf2cb5ceb162a6e	W500_real	260
edf2cb5ceb162a6e	W500_ctrl	260
edf2cb5ceb162a6e	W500_real_halfA	260
edf2cb5ceb162a6e	W500_real_halfB	260
edf2cb5ceb162a6e	W500_real_lco	260
f2b7405045d629f5	W500_real	260
f2b7405045d629f5	W500_ctrl	260
f2b7405045d629f5	W500_real_halfA	260
f2b7405045d629f5	W500_real_halfB	260
f2b7405045d629f5	W500_real_lco	260
f2d914d4027e3f39	W500_real	260
f2d914d4027e3f39	W500_ctrl	260
f3fb4c37a2cb86db	W500_real	260
f3fb4c37a2cb86db	W500_ctrl	260
f3fb4c37a2cb86db	W500_real_halfA	260
f3fb4c37a2cb86db	W500_real_halfB	260
f3fb4c37a2cb86db	W500_real_lco	260
f9ded41af649174e	W500_real	260
f9ded41af649174e	W500_ctrl	260
fcc32fc7cc5e7a2b	W500_real	260
fcc32fc7cc5e7a2b	W500_ctrl	260
fcc32fc7cc5e7a2b	W500_real_halfA	260
fcc32fc7cc5e7a2b	W500_real_halfB	260
fcc32fc7cc5e7a2b	W500_real_lco	260
NONRETRON_RVT-AbiK_1	W500_real	260
NONRETRON_RVT-AbiK_2	W500_real	260
NONRETRON_RVT-AbiP2_1	W500_real	260
NONRETRON_RVT-AbiP2_2	W500_real	260
