component_id	n_pairs	n_tok	n_distinct_rt	n_distinct_ncrna	n_retron_types	n_rt_homolog_groups	cv_fold	dominant_retron_type	any_T4	any_T3	in_sensitivity_population	mean_nearest_train_rt_cosine	relatedness_stratum	nll_per_nt_U	nll_per_nt_T	nll_per_nt_G	nll_per_nt_R	nll_per_nt_P	delta_R_minus_T	delta_R_minus_G	delta_R_minus_P	delta_P_minus_T	delta_logP_C1	n_pairs_C1	delta_logP_C2	n_pairs_C2	delta_logP_C3	n_pairs_C3	delta_logP_C4	n_pairs_C4
CMP00370	2	84	2	1	1	1	1	TypeIX	0	0	0	0.963215	Q1	1.526048	1.456505	1.444283	1.544304	1.506373	0.087799	0.100021	0.037931	0.049868	-0.019901	2	-0.019202	2	-0.025257	2		0
CMP00371	2	514	2	2	1	1	2	TypeIIIA3	0	1	1	0.993619	Q4	1.392787	1.347642	1.368647	1.368133	1.381058	0.020491	-0.000514	-0.012925	0.033416	0.006656	2	0.001415	2	2e-05	2	0.000749	2
CMP00372	2	236	2	1	1	2	3	OutgroupA	0	0	0	0.985929	Q1	1.422787	1.3786	1.376806	1.347973	1.4182	-0.030627	-0.028833	-0.070227	0.0396	0.022546	2	0.030946	1	-0.009779	2		0
CMP00373	2	340	2	2	1	1	4	TypeIIIA2	0	1	0	0.990428	Q3	1.434552	1.391551	1.391837	1.392166	1.335994	0.000615	0.000329	0.056172	-0.055557	0.011875	2	0.021401	2	0.010214	2	0.000136	2
CMP00374	2	308	2	1	1	1	0	TypeXIII_Mx65	0	1	1	0.991408	Q3	1.431899	1.365464	1.378104	1.404877	1.419601	0.039413	0.026773	-0.014724	0.054137		0		0	0.018348	2		0
CMP00375	2	288	2	2	1	1	1	TypeIC1_IC2	0	1	0	0.992904	Q4	1.3673	1.456839	1.406024	1.269855	1.349787	-0.186984	-0.136169	-0.079932	-0.107052	0.068918	2	0.075924	2	0.036978	2	0.009381	2
CMP00376	2	436	2	2	1	1	2	Ec107_like	0	0	0	0.99243	Q4	1.41723	1.527116	1.383115	1.36984	1.372391	-0.157276	-0.013275	-0.002551	-0.154725	0.028338	2	0.022861	2	0.01913	2	0.003865	2
CMP00377	2	198	2	2	1	1	3	TypeIV	0	1	1	0.984534	Q2	1.471866	1.501702	1.403617	1.453301	1.475599	-0.048401	0.049684	-0.022298	-0.026103	-0.000627	2	-0.002576	2	-0.006505	2	0.003936	2
CMP00378	2	304	2	1	1	2	4	TypeIC1_IC2	0	1	0	0.98771	Q4	1.398893	1.344232	1.352298	1.355916	1.38472	0.011684	0.003618	-0.028804	0.040488	0.017905	2	0.025317	2	0.00513	2		0
CMP00379	2	264	2	2	1	1	0	OutgroupA	0	0	0	0.981434	Q2	1.388476	1.335479	1.338244	1.352804	1.377546	0.017325	0.01456	-0.024742	0.042067	0.011662	2	0.019767	1	-0.010627	2	-0.004268	2
CMP00380	2	406	2	2	1	1	1	TypeIIIA2	1	1	1	0.991575	Q3	1.445088	1.424055	1.415158	1.411392	1.419827	-0.012663	-0.003766	-0.008435	-0.004228	0.011044	2	0.022555	2	0.001182	2	0.00044	2
CMP00381	2	602	2	2	1	1	2	TypeIIIA3	1	1	0	0.993636	Q4	1.43037	1.387509	1.393642	1.393469	1.376894	0.00596	-0.000173	0.016575	-0.010615	0.022428	2	0.029164	2	0.002911	2	0.000179	2
CMP00382	2	292	2	2	1	1	3	TypeIB1	0	0	0	0.987561	Q2	1.412138	1.428686	1.40441	1.419642	1.47072	-0.009044	0.015232	-0.051078	0.042034	-0.02116	2	-0.015172	2	-0.01053	2	-0.001133	2
CMP00383	2	428	2	2	1	1	4	TypeIIIA2	0	1	1	0.990732	Q3	1.407592	1.458838	1.409081	1.406891	1.416063	-0.051947	-0.00219	-0.009172	-0.042775	0.027132	2	0.010517	2	-0.002932	2	-0.007016	2
CMP00384	2	354	2	2	1	1	0	TypeIIA3_proteo	0	1	0	0.99338	Q4	1.358507	1.380008	1.379096	1.360626	1.375928	-0.019382	-0.01847	-0.015302	-0.00408	0.044243	2	0.05786	2	0.02188	2	-0.000408	2
CMP00385	2	340	2	2	1	1	1	TypeIA_IIAI	0	0	0	0.991056	Q3	1.378375	1.338996	1.317776	1.317094	1.319267	-0.021902	-0.000682	-0.002173	-0.019729	0.075393	2	0.057891	2	-0.001931	2	0.004867	2
CMP00386	2	265	2	2	1	1	2	OutgroupA	0	1	1	0.987313	Q3	1.410695	1.330541	1.264458	1.208885	1.271249	-0.121656	-0.055573	-0.062364	-0.059292	0.045806	2	0.054042	2	-0.004064	2	0.000712	2
CMP00387	2	274	2	2	1	1	3	OutgroupA	0	1	0	0.988453	Q2	1.441648	1.401038	1.374931	1.346303	1.41956	-0.054735	-0.028628	-0.073257	0.018522	0.045986	2	0.053226	2	0.012003	2	0.001211	2
CMP00388	2	400	2	2	1	2	4	TypeIIA3_firmi	0	1	0	0.990722	Q4	1.345113	1.344604	1.348096	1.302399	1.318873	-0.042205	-0.045697	-0.016474	-0.025731		0		0	0.105433	2		0
CMP00389	2	261	2	2	1	1	0	OutgroupA	0	1	1	0.985121	Q1	1.412423	1.320866	1.352931	1.369307	1.301617	0.048441	0.016376	0.06769	-0.019249	0.005831	2	-0.002234	2	-0.006852	2	-0.004006	2
CMP00390	2	314	2	2	1	1	1	TypeIA_IIAI	0	0	0	0.988255	Q3	1.410303	1.36383	1.349053	1.350597	1.38358	-0.013233	0.001544	-0.032983	0.01975	0.032998	2	0.038541	2	-0.008458	2	-0.002783	2
CMP00391	2	321	2	2	1	1	2	TypeIB2	0	1	0	0.993836	Q4	1.431547	1.365652	1.373031	1.368195	1.382558	0.002543	-0.004836	-0.014363	0.016906	0.002648	2	-0.007177	2	-0.001004	2	-0.000641	2
CMP00392	2	280	2	2	1	1	3	TypeIC1_IC2	0	0	1	0.993974	Q4	1.302054	1.230665	1.251069	1.231504	1.273713	0.000839	-0.019565	-0.042209	0.043048	0.146354	2	0.151556	2	0.086708	2	-0.014163	2
CMP00393	2	354	2	2	1	2	4	TypeIA_IIAI	0	0	0	0.991286	Q3	1.404648	1.412487	1.358026	1.388243	1.340308	-0.024244	0.030217	0.047935	-0.072179	0.004538	2	-0.001523	2	-0.039334	2		0
CMP00394	2	260	2	2	1	1	0	OutgroupA	0	1	0	0.986236	Q2	1.328725	1.253476	1.274688	1.300244	1.268482	0.046768	0.025556	0.031762	0.015006	0.040627	2	0.042219	2	0.008246	2	-0.000577	2
CMP00395	2	318	2	2	1	1	1	TypeIA_IIAI	0	0	1	0.989246	Q3	1.388016	1.325464	1.363092	1.361009	1.334476	0.035545	-0.002083	0.026533	0.009012	0.006105	2	0.02136	2	-0.000374	2	-0.005103	2
CMP00396	2	278	2	1	1	1	2	TypeIX	1	1	0	0.986824	Q3	1.443131	1.430191	1.416229	1.434215	1.437554	0.004024	0.017986	-0.003339	0.007363	0.008722	2	0.007642	2	0.009874	2		0
CMP00397	2	420	2	2	1	1	3	Ec107_like	0	0	0	0.991646	Q4	1.351118	1.332826	1.334572	1.295405	1.332154	-0.037421	-0.039167	-0.036749	-0.000672	0.047823	2	0.048005	2	-0.001237	2	-0.000188	2
CMP00398	2	446	2	2	1	1	4	TypeXIIIB_Ne144	0	1	1	0.980018	Q1	1.414734	1.408007	1.40883	1.403722	1.385842	-0.004285	-0.005108	0.01788	-0.022165	0.031425	2		0	0.012414	2	-7.6e-05	2
CMP00399	2	255	2	2	1	1	0	TypeIC1_IC2	0	1	0	0.991114	Q4	1.431876	1.301015	1.371176	1.377605	1.342219	0.07659	0.006429	0.035386	0.041204	0.005435	2	0.005056	2	-0.003683	2	0.000239	2
CMP00400	2	256	2	2	1	1	1	OutgroupA	0	0	0	0.989108	Q3	1.443647	1.415528	1.414135	1.417987	1.430749	0.002459	0.003852	-0.012762	0.015221	0.034013	2	0.034377	2	0.002342	2	-0.001866	2
CMP00401	2	383	2	2	1	1	2	TypeV	0	1	1	0.989485	Q3	1.451034	1.356926	1.377347	1.377437	1.367097	0.020511	9e-05	0.01034	0.010171	0.018352	2	0.008987	2	0.003502	2	0.003849	2
CMP00402	2	328	2	1	1	1	3	Ec107_like	0	0	0	0.98922	Q3	1.435131	1.446728	1.407322	1.417206	1.43195	-0.029522	0.009884	-0.014744	-0.014778	0.059273	2	0.035214	2	0.03114	2		0
CMP00403	2	364	2	2	1	1	4	TypeIA_IIAI	0	0	0	0.990782	Q3	1.387214	1.462463	1.368255	1.317384	1.333821	-0.145079	-0.050871	-0.016437	-0.128642	0.027537	2	0.020802	2	0.018861	2	0.000477	2
CMP00404	2	252	2	2	1	1	0	OutgroupA	0	1	0	0.990766	Q4	1.369529	1.309383	1.307712	1.289238	1.255297	-0.020145	-0.018474	0.033941	-0.054086	0.041983	2	0.052279	2	0.001608	2	0.005075	2
CMP00405	2	257	2	2	1	2	1	OutgroupA	0	1	0	0.955975	Q1	1.378066	1.350514	1.335697	1.336684	1.36201	-0.01383	0.000987	-0.025326	0.011496	-0.000568	2	0.009032	2	-0.000838	2		0
CMP00406	2	280	2	1	1	2	2	TypeIC1_IC2	0	0	0	0.98856	Q4	1.407284	1.320254	1.499424	1.275329	1.327463	-0.044925	-0.224095	-0.052134	0.007209	0.033542	2	0.031835	1	0.01667	2		0
CMP00407	2	364	2	1	1	1	3	TypeIB2	0	1	1	0.994029	Q4	1.406287	1.416114	1.407969	1.367408	1.939116	-0.048706	-0.040561	-0.571708	0.523002	0.027865	2	0.008322	2	0.002058	2		0
CMP00408	2	299	2	2	1	1	4	TypeIA_IIAI	0	0	0	0.982246	Q1	1.400354	1.47724	1.447687	1.365832	1.41189	-0.111408	-0.081855	-0.046058	-0.06535	0.012087	2		0	0.010773	2	0.02565	2
CMP00409	2	277	2	2	1	1	0	TypeIB1	0	0	0	0.992918	Q4	1.448229	1.359191	1.368265	1.396412	1.273528	0.037221	0.028147	0.122884	-0.085663	0.023866	2	0.019748	2	0.009523	2	-0.004506	2
CMP00410	2	319	2	2	1	1	1	TypeIA_IIAI	0	0	1	0.991148	Q3	1.427051	1.401174	1.391727	1.369827	1.372549	-0.031347	-0.0219	-0.002722	-0.028625	0.018748	2	0.014376	2	-1e-06	2	-0.005643	2
CMP00411	2	254	2	2	1	1	2	TypeIC1_IC2	0	1	0	0.995386	Q4	1.428624	1.307706	1.302821	1.285215	1.28084	-0.022491	-0.017606	0.004375	-0.026866	0.06687	2	0.031078	2	-0.0062	2	-0.001113	2
CMP00412	2	535	2	2	1	1	3	TypeIIIA3	0	0	0	0.992058	Q4	1.395411	1.387427	1.348073	1.345521	1.348991	-0.041906	-0.002552	-0.00347	-0.038436	0.01083	2	0.018003	2	-0.00122	2	0.000211	2
CMP00413	2	474	2	2	1	1	4	TypeIIIA2	1	1	1	0.991412	Q4	1.39484	1.407916	1.412091	1.390526	1.36308	-0.01739	-0.021565	0.027446	-0.044836	0.00542	2	0.016167	2	-0.023458	2	-0.004583	2
CMP00414	2	282	2	1	1	1	0	TypeIIA2	0	0	0	0.97447	Q1	1.443271	1.411161	1.477404	1.47415	1.544976	0.062989	-0.003254	-0.070826	0.133815		0		0	0.048229	2		0
CMP00415	2	364	2	2	1	1	1	TypeIA_IIAI	0	0	0	0.989726	Q3	1.407165	1.311301	1.383028	1.366444	1.366627	0.055143	-0.016584	-0.000183	0.055326	0.000828	2	0.007282	2	0.00335	2	0.003377	2
CMP00416	2	265	2	2	1	1	2	TypeIIIA1	0	1	0	0.990976	Q3	1.440192	1.374869	1.377197	1.360924	1.367356	-0.013945	-0.016273	-0.006432	-0.007513	0.025859	2		0	0.025859	2	-0.004574	2
CMP00417	2	436	2	2	1	1	3	TypeXIIIB_Ne144	0	0	0	0.984795	Q2	1.413588	1.421	1.391745	1.405928	1.403619	-0.015072	0.014183	0.002309	-0.017381	0.023212	2	0.017209	1	0.00164	2	0.00816	2
CMP00418	2	410	2	2	1	1	4	TypeIB2	1	1	0	0.993598	Q4	1.398502	1.419836	1.341338	1.361681	1.39705	-0.058155	0.020343	-0.035369	-0.022786	0.015907	2	0.00352	2	-0.000693	2	0.000858	2
CMP00419	2	262	2	1	1	1	0	TypeIIIA1	0	0	1	0.989592	Q2	1.428398	1.393175	1.430432	1.442151	1.39162	0.048976	0.011719	0.050531	-0.001555	-0.005705	2	0.00582	1	-0.009628	2		0
CMP00420	2	308	2	2	1	1	1	TypeIB2	0	1	0	0.993636	Q4	1.430523	1.393219	1.382202	1.393027	1.380988	-0.000192	0.010825	0.012039	-0.012231	-0.000722	2	0.001613	2	-0.001201	2	2.8e-05	2
CMP00421	2	458	2	2	1	1	2	TypeXIIIB_Ne144	0	1	0	0.983792	Q2	1.413974	1.291679	1.279933	1.266139	1.266397	-0.02554	-0.013794	-0.000258	-0.025282	0.034862	2		0	0.020883	2	-0.001577	2
CMP00422	2	258	2	2	1	1	3	OutgroupA	0	0	0	0.98462	Q3	1.34765	1.333276	1.268471	1.263335	1.311309	-0.069941	-0.005136	-0.047974	-0.021967	0.035628	2		0	0.006175	2	-0.003007	2
CMP00423	2	508	2	2	1	2	4	TypeIIIA3	0	1	0	0.99044	Q3	1.415748	1.387425	1.391705	1.385492	1.347802	-0.001933	-0.006213	0.03769	-0.039623	0.03093	2	0.006557	2	-0.00253	2		0
CMP00424	2	246	2	2	1	1	0	OutgroupA	0	1	0	0.98565	Q2	1.42735	1.386941	1.379437	1.362908	1.31494	-0.024033	-0.016529	0.047968	-0.072001	0.015905	2	0.007776	2	0.007888	2	0.001912	2
CMP00425	2	290	2	2	1	1	1	TypeIIIA1	0	0	0	0.988972	Q3	1.438711	1.414754	1.426374	1.431666	1.452028	0.016912	0.005292	-0.020362	0.037274	0.01791	2	0.020779	2	0.009065	2	0.010041	2
CMP00426	2	343	2	2	1	1	2	TypeIIA3_proteo	0	1	0	0.989928	Q4	1.450651	1.465811	1.426359	1.472803	1.459727	0.006992	0.046444	0.013076	-0.006084	0.004609	2	-0.005811	2	0.002295	2	-0.010624	2
CMP00427	2	188	2	1	1	2	3	TypeXIIIC_Mx162	0	0	0	0.939958	Q1	1.491281	1.428804	1.448294	1.453994	1.440144	0.02519	0.0057	0.01385	0.01134		0		0	0.015892	2		0
CMP00428	2	272	2	2	1	1	4	OutgroupA	0	1	1	0.985831	Q2	1.342474	1.492376	1.309021	1.304866	1.337032	-0.18751	-0.004155	-0.032166	-0.155344	0.059569	2	0.073882	2	0.036294	2	-0.002744	2
CMP00429	2	261	2	2	1	1	0	OutgroupA	0	1	0	0.981233	Q1	1.431194	1.374725	1.362612	1.379054	1.322228	0.004329	0.016442	0.056826	-0.052497	0.011381	2	0.011997	2	0.000945	2	-0.001833	2
CMP00430	2	592	2	2	1	1	1	TypeIIIA3	0	1	0	0.988898	Q3	1.4243	1.411864	1.422498	1.393144	1.414002	-0.01872	-0.029354	-0.020858	0.002138	0.00669	2	0.007894	2	-0.001827	2	-0.000474	2
CMP00431	2	262	2	1	1	2	2	OutgroupA	0	1	1	0.987404	Q3	1.420759	1.24626	1.251413	1.29282	1.223895	0.04656	0.041407	0.068925	-0.022365	0.021241	2	-0.004664	1	0.015461	2		0
CMP00432	2	305	2	2	1	1	3	TypeIA_IIAI	0	0	0	0.990465	Q3	1.458659	1.40644	1.403931	1.397075	1.381364	-0.009365	-0.006856	0.015711	-0.025076	-0.00145	2	-0.008781	2	-0.006093	2	-0.003041	2
CMP00433	2	403	2	2	1	1	4	TypeV	0	1	0	0.993724	Q4	1.405973	1.420322	1.350138	1.355197	1.380087	-0.065125	0.005059	-0.02489	-0.040235	0.009647	2	0.000656	2	0.001851	2	0.000173	2
CMP00434	2	285	2	2	1	1	0	TypeIC1_IC2	0	0	0	0.99259	Q4	1.435496	1.357755	1.382105	1.398855	1.404978	0.0411	0.01675	-0.006123	0.047223	0.01681	2	0.037899	2	0.00173	2	0.000253	2
CMP00435	2	258	2	2	1	1	1	OutgroupA	0	1	0	0.985981	Q2	1.4247	1.375435	1.368354	1.36845	1.380946	-0.006985	9.6e-05	-0.012496	0.005511	-0.003271	2	-0.00253	2	-0.001762	2	0.000206	2
CMP00436	2	261	2	2	1	2	2	TypeIC1_IC2	0	1	0	0.978974	Q1	1.431099	1.156114	1.234444	1.256567	1.092386	0.100453	0.022123	0.164181	-0.063728	-0.083633	2	-0.064112	1	-0.095076	2		0
CMP00437	2	401	2	2	1	1	3	TypeIIIA2	0	1	1	0.99186	Q4	1.40719	1.363625	1.356997	1.354822	1.360377	-0.008803	-0.002175	-0.005555	-0.003248	0.054928	2	0.064153	2	0.017501	2	0.006037	2
CMP00438	2	258	2	2	1	1	4	OutgroupA	0	1	0	0.9921	Q4	1.300124	1.179103	1.168668	1.150152	1.039674	-0.028951	-0.018516	0.110478	-0.139429	0.016788	2	0.012576	2	0.000937	2	0.003071	2
CMP00439	2	250	2	1	1	1	0	TypeIB2_firmi	0	0	0	0.99323	Q4	1.459469	1.450102	1.441512	1.474868	1.531516	0.024766	0.033356	-0.056648	0.081414	0.009035	2	0.008568	2	0.008928	2		0
CMP00440	2	402	2	2	1	2	1	TypeXIIIA_firmi	0	1	1	0.975082	Q3	1.415741	1.411833	1.391092	1.39502	1.392579	-0.016813	0.003928	0.002441	-0.019254	-0.000726	2		0	-0.010006	2		0
CMP00441	2	236	2	2	1	1	2	OutgroupA	1	1	0	0.986738	Q2	1.441034	1.248587	1.245924	1.321696	1.32056	0.073109	0.075772	0.001136	0.071973	0.016384	2	0.006947	2	0.005356	2	-0.003685	2
CMP00442	2	451	2	2	1	1	3	TypeXIIIA_firmi	0	0	0	0.987538	Q4	1.443906	1.447106	1.407446	1.394837	1.410463	-0.052269	-0.012609	-0.015626	-0.036643		0		0	-0.000331	2	-0.000331	2
CMP00443	2	288	2	1	1	1	4	TypeIIA3_proteo	0	0	1	0.984423	Q2	1.451847	1.421492	1.418501	1.434273	1.442642	0.012781	0.015772	-0.008369	0.02115	-0.038986	2	-0.039384	2	-0.043091	2		0
CMP00444	2	251	2	2	1	1	0	OutgroupA	0	1	0	0.983202	Q2	1.338126	1.247829	1.287413	1.257636	1.240926	0.009807	-0.029777	0.01671	-0.006903	0.034138	2	0.04908	2	-0.009463	2	-0.008643	2
CMP00445	2	263	2	2	1	1	1	TypeIC1_IC2	0	1	0	0.991462	Q3	1.356098	1.412279	1.345367	1.32079	1.451348	-0.091489	-0.024577	-0.130558	0.039069	0.066718	2	0.037569	2	-0.022162	2	-0.010446	2
CMP00446	2	480	2	2	1	1	2	TypeIIIA3	0	1	1	0.99251	Q4	1.430567	1.409557	1.395006	1.408548	1.414168	-0.001009	0.013542	-0.00562	0.004611	0.004313	2	0.010099	2	0.005108	2	0.002076	2
CMP00447	2	253	2	2	1	1	3	OutgroupA	0	0	0	0.985911	Q1	1.359097	1.330791	1.254774	1.252356	1.341143	-0.078435	-0.002418	-0.088787	0.010352	0.023977	2	0.014452	2	0.004188	2	0.009181	2
CMP00448	2	271	2	2	1	1	4	OutgroupA	0	0	0	0.983601	Q2	1.374563	1.391887	1.331117	1.399057	1.348225	0.00717	0.06794	0.050832	-0.043662	-0.033228	2	-0.02089	2	-0.002699	2	0.006338	2
CMP00449	2	261	2	2	1	1	0	OutgroupA	0	1	0	0.980682	Q1	1.422064	1.360757	1.379294	1.35	1.315658	-0.010757	-0.029294	0.034342	-0.045099	0.035689	2	0.026491	2	0.007754	2	-0.006018	2
CMP00450	2	259	2	2	1	2	1	Ec107_like	0	1	0	0.9818	Q2	1.432131	1.386357	1.368758	1.36633	1.401998	-0.020027	-0.002428	-0.035668	0.015641	0.047335	2	0.017798	2	0.024659	2		0
CMP00451	2	287	2	2	1	1	2	TypeIC1_IC2	0	1	0	0.990442	Q4	1.418082	1.368304	1.282721	1.25344	1.245969	-0.114864	-0.029281	0.007471	-0.122335	0.026056	2	0.032417	2	0.000706	2	-0.015279	2
CMP00452	2	260	2	2	1	1	3	OutgroupA	0	1	1	0.987759	Q2	1.300039	1.328095	1.217531	1.20195	1.340977	-0.126145	-0.015581	-0.139027	0.012882	0.032887	2	0.012038	2	-0.009126	2	-0.001507	2
CMP00453	2	347	2	2	1	1	4	TypeIIIA2	0	1	0	0.992928	Q4	1.390931	1.381773	1.365946	1.384678	1.344737	0.002905	0.018732	0.039941	-0.037036	0.007591	2	0.018983	2	-0.008962	2	0.000779	2
CMP00454	2	510	2	2	1	1	0	TypeIIIA3	0	1	0	0.992876	Q4	1.428395	1.386151	1.423042	1.40577	1.426753	0.019619	-0.017272	-0.020983	0.040602	0.005033	2	2.3e-05	2	-0.004432	2	-0.00583	2
CMP00455	2	275	2	2	1	1	1	TypeIIA3_proteo	0	1	1	0.988832	Q3	1.43659	1.369546	1.379477	1.374189	1.385652	0.004643	-0.005288	-0.011463	0.016106	0.041337	2		0	0.010626	2	0.002571	2
CMP00456	2	362	2	2	1	1	2	TypeIA_IIAI	1	1	0	0.987713	Q2	1.416432	1.355679	1.370463	1.357931	1.398229	0.002252	-0.012532	-0.040298	0.04255	0.010815	2	0.003185	2	-0.004412	2	-0.001708	2
CMP00457	2	362	2	1	1	1	3	TypeIC1_IC2	0	0	0	0.984232	Q2	1.378579	1.295728	1.273773	1.206507	1.303042	-0.089221	-0.067266	-0.096535	0.007314	0.03502	2		0	0.002631	2		0
CMP00458	2	235	2	2	2	1	4	TypeIX	0	0	1	0.987574	Q2	1.44621	1.428335	1.450112	1.473672	1.480912	0.045337	0.02356	-0.00724	0.052577	-0.004382	1	-0.000826	1	0.00223	2	0.000323	2
CMP00459	2	350	2	1	1	2	0	TypeIIIA2	0	1	0	0.990326	Q3	1.383694	1.341223	1.445586	1.373681	1.352248	0.032458	-0.071905	0.021433	0.011025	0.005532	2	0.012468	1	0.00017	2		0
CMP00460	2	302	2	2	1	1	1	TypeIB1	0	1	0	0.986342	Q1	1.420489	1.42666	1.414448	1.411068	1.444311	-0.015592	-0.00338	-0.033243	0.017651	0.012954	2	0.016436	2	0.003322	2	0.003245	2
CMP00461	2	342	2	1	1	1	2	TypeXIII_Mx65	0	0	1	0.984316	Q2	1.42154	1.411556	1.379508	1.4335	1.401102	0.021944	0.053992	0.032398	-0.010454	0.004572	2		0	0.004572	2		0
CMP00462	2	260	2	2	2	1	3	OutgroupA	0	0	0	0.979899	Q1	1.4059	1.432104	1.379327	1.415245	1.433243	-0.016859	0.035918	-0.017998	0.001139	-0.043334	2	-0.046735	1	-0.049412	2	-0.000596	2
CMP00463	2	264	2	1	1	2	4	Ec107_like	0	0	0	0.981955	Q1	1.411277	1.538821	1.429358	1.417194	1.58806	-0.121627	-0.012164	-0.170866	0.049239	0.051715	2	0.05122	2	0.015745	2		0
CMP00464	2	308	2	2	1	1	0	TypeIB2_firmi	0	1	1	0.986776	Q2	1.398177	1.301666	1.293674	1.297868	1.306366	-0.003798	0.004194	-0.008498	0.0047	0.019462	2		0	0.01824	2	-0.000214	2
CMP00465	2	218	2	1	1	2	1	TypeIX	0	0	0	0.98346	Q2	1.490145	1.459719	1.45243	1.444616	1.473416	-0.015103	-0.007814	-0.0288	0.013697	0.01107	2		0	-0.020144	2		0
CMP00466	2	257	2	2	1	1	2	TypeIC1_IC2	0	1	0	0.994294	Q4	1.433316	1.303323	1.230891	1.203773	1.243749	-0.09955	-0.027118	-0.039976	-0.059574	0.034666	2	0.038206	2	0.022551	2	0.02053	2
CMP00467	2	315	2	2	1	1	3	TypeIIIA2	0	1	1	0.988182	Q3	1.451823	1.407307	1.428662	1.450706	1.413409	0.043399	0.022044	0.037297	0.006102	-0.033134	2	-0.037711	2	-0.023428	2	0.001722	2
CMP00468	2	378	2	2	1	1	4	TypeIA_IIAI	0	0	0	0.99194	Q3	1.40276	1.340234	1.36389	1.317407	1.29433	-0.022827	-0.046483	0.023077	-0.045904	0.025623	2	0.018492	2	0.005335	2	0.011217	2
CMP00469	2	242	2	2	1	1	0	OutgroupA	0	1	0	0.975912	Q1	1.390446	1.327108	1.366784	1.425385	1.415309	0.098277	0.058601	0.010076	0.088201	-0.047905	2	-0.010653	2	-0.001209	2	-0.000563	2
CMP00470	2	262	2	2	1	2	1	OutgroupA	0	1	1	0.978979	Q1	1.420514	1.384629	1.37783	1.36416	1.384821	-0.020469	-0.01367	-0.020661	0.000192	0.014915	2	0.020466	2	0.001287	2		0
CMP00471	2	358	2	2	1	1	2	TypeIA_IIAI	0	0	0	0.991177	Q4	1.40194	1.348195	1.371325	1.348272	1.389728	7.7e-05	-0.023053	-0.041456	0.041533	0.012799	2	0.015425	2	0.003203	2	0.002148	2
CMP00472	2	448	2	2	1	1	3	TypeXIIIB_Ne144	1	1	0	0.98668	Q2	1.388787	1.394001	1.385997	1.379098	1.397166	-0.014903	-0.006899	-0.018068	0.003165	0.042394	2		0	0.017746	2	0.003415	2
CMP00473	2	260	2	2	1	2	4	TypeIX	0	1	1	0.990836	Q4	1.419481	1.415739	1.403837	1.377917	1.437966	-0.037822	-0.02592	-0.060049	0.022227		0		0	0.037213	2		0
CMP00474	2	281	2	2	1	1	0	TypeIC1_IC2	1	1	0	0.993906	Q4	1.410935	1.329761	1.379575	1.384065	1.33926	0.054304	0.00449	0.044805	0.009499	0.020852	2	0.032187	2	0.003158	2	0.000749	2
CMP00475	2	236	2	2	1	1	1	TypeIA_IIAI	0	0	0	0.988969	Q3	1.441302	1.502485	1.418022	1.403066	1.443365	-0.099419	-0.014956	-0.040299	-0.05912	0.018205	2	0.006897	2	0.005792	2	0.009818	2
CMP00476	2	276	2	1	1	1	2	TypeIX	1	1	1	0.987192	Q2	1.42561	1.406777	1.430651	1.42969	1.413447	0.022913	-0.000961	0.016243	0.00667	-0.008322	2	-0.004006	2	-0.0071	2		0
CMP00477	2	255	2	2	1	1	3	OutgroupA	0	1	0	0.98817	Q2	1.368955	1.361626	1.309416	1.329071	1.29365	-0.032555	0.019655	0.035421	-0.067976	-0.001164	2	-0.002429	2	-0.001022	2	-0.017383	2
CMP00478	2	328	2	1	1	1	4	TypeIA_IIAI	0	0	0	0.988589	Q3	1.3955	1.336443	1.272331	1.255591	1.301552	-0.080852	-0.01674	-0.045961	-0.034891	0.010292	2	0.000449	2	-0.005863	2		0
CMP00479	2	259	2	2	1	2	0	OutgroupA	0	0	1	0.962572	Q1	1.395129	1.326242	1.370319	1.35149	1.358406	0.025248	-0.018829	-0.006916	0.032164	-0.011076	2		0	-0.017639	2		0
CMP00480	2	352	2	1	1	2	1	TypeIB2	0	1	0	0.992446	Q3	1.423657	1.398545	1.3703	1.388276	1.369167	-0.010269	0.017976	0.019109	-0.029378	-0.009165	2	-0.010948	2	-0.004878	2		0
CMP00481	2	253	2	2	2	1	2	TypeIIA3_proteo	0	1	0	0.983255	Q2	1.41278	1.450724	1.412517	1.43466	1.433098	-0.016064	0.022143	0.001562	-0.017626	0.010484	2		0	-0.00184	2	-0.01366	2
CMP00482	2	311	2	2	1	1	3	TypeIA_IIAI	0	0	1	0.990906	Q3	1.399134	1.367657	1.357616	1.371547	1.378057	0.00389	0.013931	-0.00651	0.0104	0.005393	2	0.018601	2	0.004408	2	-0.000262	2
CMP00483	2	374	2	2	1	1	4	Ec107_like	0	1	0	0.986103	Q2	1.396167	1.350606	1.364447	1.352084	1.318094	0.001478	-0.012363	0.03399	-0.032512	0.013938	2	0.015967	2	0.007496	2	0.00118	2
CMP00484	2	396	2	1	1	1	0	TypeIB2	1	1	0	0.994766	Q4	1.405863	1.66283	1.368331	1.34173	1.465612	-0.3211	-0.026601	-0.123882	-0.197218	0.011736	2	0.009824	2	0.007011	2		0
CMP00485	2	289	2	2	1	1	1	TypeIX	0	1	1	0.990446	Q3	1.422083	1.42863	1.407002	1.399639	1.420508	-0.028991	-0.007363	-0.020869	-0.008122	0.005924	2	0.012533	2	0.001869	2	0.005663	2
