component_id	n_pairs	n_tok	n_distinct_rt	n_distinct_ncrna	n_retron_types	n_rt_homolog_groups	cv_fold	dominant_retron_type	any_T4	any_T3	in_sensitivity_population	mean_nearest_train_rt_cosine	relatedness_stratum	nll_per_nt_U	nll_per_nt_T	nll_per_nt_G	nll_per_nt_R	nll_per_nt_P	delta_R_minus_T	delta_R_minus_G	delta_R_minus_P	delta_P_minus_T	delta_logP_C1	n_pairs_C1	delta_logP_C2	n_pairs_C2	delta_logP_C3	n_pairs_C3	delta_logP_C4	n_pairs_C4
CMP00520	1	149	1	1	1	1	4	Ec107_like	0	0	1	0.994154	Q4	1.394556	1.439775	1.339706	1.358049	1.383586	-0.081726	0.018343	-0.025537	-0.056189	0.036007	1	0.069864	1	0.003722	1		0
CMP00521	1	96	1	1	1	1	0	TypeIV	0	0	0	0.994093	Q4	1.457523	1.417064	1.426469	1.355255	1.444478	-0.061809	-0.071214	-0.089223	0.027414		0		0	0.035003	1		0
CMP00522	1	117	1	1	1	1	1	TypeIIA3_proteo	0	0	0	0.946027	Q1	1.417889	1.39728	1.391533	1.44432	1.458084	0.04704	0.052787	-0.013764	0.060804	0.073927	1		0	0.073915	1		0
CMP00523	1	161	1	1	1	1	2	TypeIIIA2	0	0	1	0.987866	Q3	1.413188	1.428972	1.4085	1.368875	1.421863	-0.060097	-0.039625	-0.052988	-0.007109	0.094217	1	0.090233	1	0.037988	1		0
CMP00524	1	117	1	1	1	1	3	TypeIA_IIAI	0	0	0	0.98621	Q2	1.48756	1.417017	1.456666	1.42023	1.442387	0.003213	-0.036436	-0.022157	0.02537	0.034618	1	0.060251	1	0.000714	1		0
CMP00525	1	179	1	1	1	1	4	TypeIA_IIAI	0	0	0	0.990782	Q3	1.374546	1.325425	1.250124	1.274283	1.257747	-0.051142	0.024159	0.016536	-0.067678	0.029885	1	0.013381	1	0.001605	1		0
CMP00526	1	130	1	1	1	1	0	OutgroupA	0	1	1	0.965456	Q1	1.312273	1.244117	1.265917	1.297486	1.241048	0.053369	0.031569	0.056438	-0.003069	-0.015137	1		0	-0.024471	1		0
CMP00527	1	132	1	1	1	1	1	TypeIC1_IC2	0	1	0	0.996431	Q4	1.358275	1.367796	1.319834	1.298243	1.315259	-0.069553	-0.021591	-0.017016	-0.052537	0.021697	1	0.006046	1	0.000918	1		0
CMP00528	1	201	1	1	1	1	2	Ec107_like	0	0	0	0.978293	Q1	1.427238	1.556867	1.437167	1.448942	1.430584	-0.107925	0.011775	0.018358	-0.126283	0.008692	1	0.047	1	0.054745	1		0
CMP00529	1	144	1	1	1	1	3	TypeIC1_IC2	0	1	0	0.99059	Q3	1.3301	1.313271	1.338859	1.208661	1.302267	-0.10461	-0.130198	-0.093606	-0.011004	0.006127	1		0	-0.00246	1		0
CMP00530	1	148	1	1	1	1	4	TypeIC1_IC2	0	0	0	0.99257	Q4	1.376261	1.34042	1.342719	1.355016	1.250394	0.014596	0.012297	0.104622	-0.090026	0.025163	1	0.028074	1	0.003593	1		0
CMP00531	1	232	1	1	1	1	0	TypeIIIA3	0	0	0	0.983188	Q2	1.427523	1.389157	1.395098	1.378183	1.40105	-0.010974	-0.016915	-0.022867	0.011893	0.011887	1	0.002558	1	0.0074	1		0
CMP00532	1	132	1	1	1	1	1	OutgroupA	0	1	1	0.984053	Q2	1.378922	1.38326	1.344009	1.350483	1.349574	-0.032777	0.006474	0.000909	-0.033686	0.006417	1	0.007933	1	0.00262	1		0
CMP00533	1	133	1	1	1	1	2	TypeIIIA1	0	0	0	0.987429	Q2	1.434423	1.404831	1.375745	1.440281	1.435302	0.03545	0.064536	0.004979	0.030471	-0.002995	1		0	-0.002995	1		0
CMP00534	1	132	1	1	1	1	3	OutgroupA	0	0	0	0.964536	Q1	1.318671	1.325064	1.375145	1.190964	1.211743	-0.1341	-0.184181	-0.020779	-0.113321	0.021852	1		0	0.006985	1		0
CMP00535	1	204	1	1	1	1	4	TypeXIIIA_firmi	0	0	1	0.972123	Q1	1.338199	1.334036	1.305419	1.299703	1.323924	-0.034333	-0.005716	-0.024221	-0.010112	0.110886	1	0.013565	1	0.006701	1		0
CMP00536	1	173	1	1	1	1	0	TypeIA_IIAI	0	0	0	0.989522	Q3	1.394431	1.390875	1.347532	1.351898	1.397214	-0.038977	0.004366	-0.045316	0.006339	0.011215	1	-0.008087	1	-0.008065	1		0
CMP00537	1	153	1	1	1	1	1	OutgroupB	0	0	0	0.9818	Q1	1.366879	1.368088	1.387519	1.332202	1.366318	-0.035886	-0.055317	-0.034116	-0.00177	0.005847	1	0.006101	1	0.005691	1		0
CMP00538	1	279	1	1	1	1	2	TypeIIIA3	0	1	1	0.993182	Q4	1.426844	1.374483	1.368307	1.382158	1.383901	0.007675	0.013851	-0.001743	0.009418	0.017355	1	0.012117	1	0.012824	1		0
CMP00539	1	136	1	1	1	1	3	OutgroupA	1	1	0	0.973833	Q1	1.273314	1.234582	1.1899	1.168517	1.211148	-0.066065	-0.021383	-0.042631	-0.023434	0.030834	1	0.022767	1	0.009457	1		0
CMP00540	1	128	1	1	1	1	4	OutgroupA	0	1	0	0.98506	Q2	1.384074	1.302673	1.213605	1.304268	1.252218	0.001595	0.090663	0.05205	-0.050455	0.041569	1	0.043507	1	-0.0102	1		0
CMP00541	1	166	1	1	1	1	0	TypeIA_IIAI	0	0	1	0.974802	Q1	1.422829	1.566943	1.407251	1.38208	1.431187	-0.184863	-0.025171	-0.049107	-0.135756	0.017354	1		0	-0.026208	1		0
CMP00542	1	138	1	1	1	1	1	TypeIX	0	1	0	0.99347	Q4	1.424875	1.422894	1.405311	1.404053	1.416526	-0.018841	-0.001258	-0.012473	-0.006368	0.008326	1	0.007379	1	-0.001026	1		0
CMP00543	1	151	1	1	1	1	2	TypeIX	0	1	0	0.988899	Q3	1.436331	1.418892	1.442038	1.436	1.434923	0.017108	-0.006038	0.001077	0.016031	0.013198	1	0.01315	1	0.018401	1		0
CMP00544	1	130	1	1	1	1	3	OutgroupA	0	0	1	0.988557	Q3	1.483669	1.431402	1.379938	1.298145	1.375528	-0.133257	-0.081793	-0.077383	-0.055874	0.139667	1	0.098617	1	0.022216	1		0
CMP00545	1	54	1	1	1	1	4	TypeXIIIC_Mx162	0	0	0	0.974438	Q1	1.360641	1.414871	1.511629	1.523213	1.565301	0.108342	0.011584	-0.042088	0.15043	-0.107892	1	-0.071608	1	-0.047962	1		0
CMP00546	1	225	1	1	1	1	0	TypeIIIA2	0	1	0	0.987791	Q3	1.425275	1.422596	1.420015	1.413921	1.388935	-0.008675	-0.006094	0.024986	-0.033661	0.015374	1	0.009254	1	0.012161	1		0
CMP00547	1	132	1	1	1	1	1	OutgroupB	0	0	1	0.97045	Q1	1.453286	1.416816	1.423306	1.41437	1.428557	-0.002446	-0.008936	-0.014187	0.011741	0.073424	1	0.093284	1	0.058064	1		0
CMP00548	1	125	1	1	1	1	2	TypeIA_IIAI	0	0	0	0.959186	Q1	1.418848	1.381145	1.384759	1.4124	1.424193	0.031255	0.027641	-0.011793	0.043048	-0.004575	1		0	-0.006235	1		0
CMP00549	1	94	1	1	1	1	3	TypeIV	0	1	0	0.987832	Q3	1.424792	1.418013	1.375692	1.373247	1.410226	-0.044766	-0.002445	-0.036979	-0.007787	0.06516	1	0.058189	1	0.042309	1		0
CMP00550	1	139	1	1	1	1	4	TypeIC1_IC2	0	0	0	0.992737	Q4	1.41974	1.320274	1.352971	1.400144	1.238634	0.07987	0.047173	0.16151	-0.08164	0.003581	1	0.000871	1	0.004212	1		0
CMP00551	1	143	1	1	1	1	0	OutgroupA	0	0	0	0.98444	Q2	1.414412	1.420704	1.36966	1.365307	1.359209	-0.055397	-0.004353	0.006098	-0.061495	0.011938	1	-0.004573	1	-0.004424	1		0
CMP00552	1	266	1	1	1	1	1	TypeXIIIC_Mx162	0	0	0	0.985108	Q2	1.405922	1.392579	1.438663	1.448888	1.441458	0.056309	0.010225	0.00743	0.048879	-0.065919	1		0	-0.065919	1		0
CMP00553	1	157	1	1	1	1	2	Ec107_like	0	1	1	0.973584	Q1	1.429853	1.603272	1.405331	1.355152	1.508631	-0.24812	-0.050179	-0.153479	-0.094641	0.133805	1	0.09351	1	0.011925	1		0
CMP00554	1	179	1	1	1	1	3	TypeIIIA2	0	0	0	0.990602	Q3	1.431035	1.391143	1.404374	1.44505	1.370302	0.053907	0.040676	0.074748	-0.020841	-0.038518	1	-0.034201	1	-0.016895	1		0
CMP00555	1	218	1	1	1	1	4	Ec107_like	0	0	0	0.986543	Q2	1.452565	1.538888	1.445764	1.475302	1.465448	-0.063586	0.029538	0.009854	-0.07344	-0.030396	1	-0.035856	1	-0.026874	1		0
CMP00556	1	131	1	1	1	1	0	TypeIC1_IC2	0	0	1	0.982235	Q1	1.402558	1.371639	1.394531	1.358969	1.398661	-0.01267	-0.035562	-0.039692	0.027022	0.024666	1	0.024904	1	0.01895	1		0
CMP00557	1	137	1	1	1	1	1	TypeIB1	0	0	0	0.98831	Q3	1.423461	1.4135	1.405338	1.398744	1.409342	-0.014756	-0.006594	-0.010598	-0.004158	0.022698	1	0.016078	1	0.008866	1		0
CMP00558	1	128	1	1	1	1	2	OutgroupA	0	1	0	0.985803	Q2	1.405887	1.162106	1.16692	1.222075	1.231222	0.059969	0.055155	-0.009147	0.069116	0.008762	1		0	0.011684	1		0
CMP00559	1	124	1	1	1	1	3	OutgroupA	0	0	1	0.986097	Q2	1.379925	1.363799	1.350045	1.317202	1.280719	-0.046597	-0.032843	0.036483	-0.08308	0.004031	1	0.00371	1	0.001145	1		0
CMP00560	1	124	1	1	1	1	4	TypeIC1_IC2	0	1	0	0.992581	Q4	1.455914	1.437798	1.418723	1.435217	1.342166	-0.002581	0.016494	0.093051	-0.095632	0.002036	1	-0.001052	1	0.008518	1		0
CMP00561	1	132	1	1	1	1	0	OutgroupA	0	1	0	0.978749	Q1	1.359347	1.297319	1.281744	1.344936	1.291961	0.047617	0.063192	0.052975	-0.005358	0.018991	1		0	0.004749	1		0
CMP00562	1	157	1	1	1	1	1	TypeIIIA2	0	1	1	0.983076	Q2	1.420053	1.39655	1.422407	1.399074	1.418438	0.002524	-0.023333	-0.019364	0.021888	0.008034	1	0.007252	1	-0.000953	1		0
CMP00563	1	173	1	1	1	1	2	TypeXIIIB_Ne144	0	0	0	0.971248	Q1	1.431351	1.497497	1.445328	1.413222	1.451472	-0.084275	-0.032106	-0.03825	-0.046025	0.086542	1	0.109898	1	0.103734	1		0
CMP00564	1	200	1	1	1	1	3	Ec107_like	0	0	0	0.969397	Q1	1.415466	1.417555	1.405421	1.398583	1.430062	-0.018972	-0.006838	-0.031479	0.012507	0.026993	1		0	-0.008651	1		0
CMP00565	1	223	1	1	1	1	4	TypeXIIIB_Ne144	0	0	1	0.974964	Q1	1.362835	1.305002	1.368937	1.372886	1.510993	0.067884	0.003949	-0.138107	0.205991	-0.032159	1	-0.039544	1	-0.093774	1		0
CMP00566	1	170	1	1	1	1	0	TypeIIIA3	0	0	0	0.984206	Q2	1.400021	1.426221	1.373101	1.355126	1.421934	-0.071095	-0.017975	-0.066808	-0.004287	0.028428	1	0.02845	1	0.021643	1		0
CMP00567	1	260	1	1	1	1	1	TypeIIIA3	0	0	0	0.987758	Q2	1.446642	1.397208	1.390814	1.394759	1.408982	-0.002449	0.003945	-0.014223	0.011774	0.026134	1	0.011671	1	0.00327	1		0
CMP00568	1	135	1	1	1	1	2	TypeIC1_IC2	0	1	1	0.98623	Q2	1.424109	1.179086	1.207919	1.154286	1.201134	-0.0248	-0.053633	-0.046848	0.022048	0.010072	1		0	0.025788	1		0
CMP00569	1	127	1	1	1	1	3	OutgroupA	1	1	0	0.976389	Q1	1.462915	1.384818	1.318329	1.328469	1.364591	-0.056349	0.01014	-0.036122	-0.020227	0.054448	1		0	-0.002277	1		0
CMP00570	1	256	1	1	1	1	4	TypeIIIA3	0	1	0	0.988716	Q3	1.406959	1.376063	1.376471	1.358504	1.315885	-0.017559	-0.017967	0.042619	-0.060178	0.04196	1	0.025412	1	0.00573	1		0
CMP00571	1	127	1	1	1	1	0	TypeIA_IIAI	0	0	0	0.991455	Q4	1.424726	1.514745	1.373565	1.324838	1.349966	-0.189907	-0.048727	-0.025128	-0.164779	0.016598	1	0.0132	1	0.009536	1		0
CMP00572	1	127	1	1	1	1	1	OutgroupA	0	0	0	0.977154	Q1	1.383013	1.390307	1.385109	1.351304	1.394492	-0.039003	-0.033805	-0.043188	0.004185	0.027217	1	0.029114	1	0.025415	1		0
CMP00573	1	143	1	1	1	1	2	TypeIC1_IC2	0	0	0	0.995502	Q4	1.406121	1.399525	1.313109	1.244801	1.381686	-0.154724	-0.068308	-0.136885	-0.017839	0.025446	1	0.014342	1	0.016236	1		0
CMP00574	1	128	1	1	1	1	3	TypeIC1_IC2	0	1	1	0.994488	Q4	1.34201	1.252518	1.23399	1.17644	1.344937	-0.076078	-0.05755	-0.168497	0.092419	0.031163	1	0.020293	1	0.015277	1		0
CMP00575	1	125	1	1	1	1	4	OutgroupA	1	1	0	0.990304	Q3	1.317479	1.270098	1.285074	1.298374	1.334565	0.028276	0.0133	-0.036191	0.064467	-0.003043	1	0.007495	1	0.045434	1		0
CMP00576	1	126	1	1	1	1	0	TypeIIA3_proteo	0	0	0	0.986145	Q2	1.489287	1.427994	1.443729	1.46543	1.508935	0.037436	0.021701	-0.043505	0.080941	-0.007063	1		0	-0.010707	1		0
CMP00577	1	224	1	1	1	1	1	TypeXIIIB_Ne144	0	1	1	0.987411	Q2	1.41042	1.39463	1.348739	1.350879	1.34403	-0.043751	0.00214	0.006849	-0.0506	0.013242	1	0.015715	1	0.012478	1		0
CMP00578	1	164	1	1	1	1	2	TypeIA_IIAI	0	0	0	0.993586	Q4	1.435619	1.364908	1.399718	1.349529	1.410632	-0.015379	-0.050189	-0.061103	0.045724	0.026129	1	0.023424	1	0.015979	1		0
CMP00579	1	193	1	1	1	1	3	Ec107_like	0	1	0	0.981024	Q1	1.388504	1.364407	1.374806	1.356746	1.366708	-0.007661	-0.01806	-0.009962	0.002301	0.033397	1		0	-0.001847	1		0
CMP00580	1	129	1	1	1	1	4	OutgroupA	0	1	0	0.986548	Q2	1.393113	1.286117	1.241467	1.242956	1.243836	-0.043161	0.001489	-0.00088	-0.042281	0.052425	1	0.053321	1	0.028445	1		0
CMP00581	1	262	1	1	1	1	0	TypeIIIA3	1	1	0	0.991942	Q4	1.350399	1.348888	1.333228	1.329585	1.308527	-0.019303	-0.003643	0.021058	-0.040361	0.016667	1	0.020582	1	0.012335	1		0
CMP00582	1	131	1	1	1	1	1	TypeIC1_IC2	0	0	0	0.99174	Q4	1.324295	1.21495	1.105333	1.154888	1.114585	-0.060062	0.049555	0.040303	-0.100365	0.028656	1		0	0.024922	1		0
CMP00583	1	129	1	1	1	1	2	OutgroupA	0	0	1	0.970201	Q1	1.419971	1.241921	1.343106	1.280497	1.346859	0.038576	-0.062609	-0.066362	0.104938	-0.013937	1		0	0.0125	1		0
CMP00584	1	128	1	1	1	1	3	OutgroupA	0	0	0	0.989013	Q3	1.397433	1.377786	1.315153	1.279478	1.347388	-0.098308	-0.035675	-0.06791	-0.030398	0.033828	1		0	0.013714	1		0
CMP00585	1	184	1	1	1	1	4	TypeIIIA2	0	0	0	0.949621	Q1	1.385974	1.3904	1.415179	1.482895	1.434173	0.092495	0.067716	0.048722	0.043773	-0.066366	1	-0.087283	1	-0.07498	1		0
CMP00586	1	145	1	1	1	1	0	TypeIA_IIAI	0	0	1	0.992923	Q4	1.372595	1.471308	1.362471	1.361898	1.365639	-0.10941	-0.000573	-0.003741	-0.105669	0.009258	1		0	0.002867	1		0
CMP00587	1	237	1	1	1	1	1	TypeIIIA2	0	1	0	0.989843	Q3	1.423837	1.422298	1.398578	1.419819	1.413468	-0.002479	0.021241	0.006351	-0.00883	0.000649	1	0.000535	1	-0.00873	1		0
CMP00588	1	125	1	1	1	1	2	OutgroupB	0	0	0	0.959508	Q1	1.425045	1.5725	1.428855	1.374104	1.427619	-0.198396	-0.054751	-0.053515	-0.144881		0		0	0.215302	1		0
CMP00589	1	182	1	1	1	1	3	TypeIIIA2	0	0	1	0.988637	Q3	1.426934	1.443437	1.418524	1.421384	1.419644	-0.022053	0.00286	0.00174	-0.023793	0.03175	1	0.013754	1	0.019875	1		0
CMP00590	1	267	1	1	1	1	4	TypeIIIA3	0	1	0	0.992646	Q4	1.414244	1.378313	1.394058	1.390286	1.341409	0.011973	-0.003772	0.048877	-0.036904	0.001511	1	-0.009686	1	-0.005328	1		0
CMP00591	1	143	1	1	1	1	0	TypeIC1_IC2	0	0	0	0.991796	Q4	1.384323	1.323455	1.37337	1.417154	1.3758	0.093699	0.043784	0.041354	0.052345	0.030142	1	0.031549	1	-0.002102	1		0
CMP00592	1	122	1	1	1	1	1	OutgroupA	0	0	0	0.970048	Q1	1.420449	1.387118	1.379854	1.364397	1.405814	-0.022721	-0.015457	-0.041417	0.018696	0.007927	1		0	0.002615	1		0
CMP00593	1	95	1	1	1	1	2	TypeIV	0	1	0	0.982348	Q1	1.441525	1.390233	1.441351	1.420074	1.426613	0.029841	-0.021277	-0.006539	0.03638		0		0	0.023259	1		0
CMP00594	1	206	1	1	1	1	3	TypeIIA2	0	0	0	0.938478	Q1	1.442017	1.437496	1.426487	1.441127	1.437549	0.003631	0.01464	0.003578	5.3e-05		0		0	-0.038519	1		0
CMP00595	1	158	1	1	1	1	4	Ec107_like	0	1	1	0.979045	Q1	1.332731	1.265806	1.299545	1.227176	1.14694	-0.03863	-0.072369	0.080236	-0.118866	0.106601	1		0	0.087401	1		0
CMP00596	1	127	1	1	1	1	0	TypeIC1_IC2	0	1	0	0.994211	Q4	1.408888	1.312229	1.366536	1.385103	1.365233	0.072874	0.018567	0.01987	0.053004	0.006027	1	0.023308	1	-0.012873	1		0
CMP00597	1	161	1	1	1	1	1	TypeXIII_Mx65	0	0	0	0.986716	Q2	1.376031	1.378647	1.384782	1.376054	1.381346	-0.002593	-0.008728	-0.005292	0.002699	-0.006235	1	-0.005946	1	-0.005034	1		0
CMP00598	1	127	1	1	1	1	2	OutgroupA	0	1	1	0.991645	Q4	1.393085	1.319203	1.273631	1.344765	1.346958	0.025562	0.071134	-0.002193	0.027755	0.011067	1	-0.00243	1	0.006348	1		0
CMP00599	1	131	1	1	1	1	3	OutgroupA	0	1	0	0.989774	Q3	1.452138	1.375594	1.350507	1.291516	1.300021	-0.084078	-0.058991	-0.008505	-0.075573	0.062068	1	0.053473	1	0.015504	1		0
CMP00600	1	130	1	1	1	1	4	OutgroupA	0	1	0	0.982279	Q1	1.326265	1.22832	1.17276	1.207013	1.062746	-0.021307	0.034253	0.144267	-0.165574	0.030866	1		0	0.030011	1		0
CMP00601	1	130	1	1	1	1	0	OutgroupA	0	1	1	0.969135	Q1	1.35878	1.308246	1.278518	1.281347	1.252717	-0.026899	0.002829	0.02863	-0.055529	0.029667	1		0	0.012743	1		0
CMP00602	1	121	1	1	1	1	1	TypeIIIA1	0	0	0	0.989398	Q3	1.372338	1.333023	1.355862	1.357018	1.340481	0.023995	0.001156	0.016537	0.007458	0.002204	1	0.010131	1	-0.000796	1		0
CMP00603	1	130	1	1	1	1	2	OutgroupA	1	1	0	0.98522	Q2	1.407011	1.369499	1.247499	1.228625	1.275034	-0.140874	-0.018874	-0.046409	-0.094465	0.046489	1	0.042204	1	0.041326	1		0
CMP00604	1	130	1	1	1	1	3	OutgroupA	0	1	1	0.984862	Q2	1.275943	1.294448	1.140157	1.181528	1.170061	-0.11292	0.041371	0.011467	-0.124387	0.019989	1	0.018119	1	0.011532	1		0
CMP00605	1	173	1	1	1	1	4	TypeIIIA2	0	1	0	0.988968	Q3	1.422168	1.424832	1.42411	1.42672	1.379053	0.001888	0.00261	0.047667	-0.045779	-0.00095	1	-0.000537	1	0.007315	1		0
CMP00606	1	96	1	1	1	1	0	TypeIIA2	0	0	0	0.938478	Q1	1.478682	1.439867	1.429855	1.446177	1.484111	0.00631	0.016322	-0.037934	0.044244		0		0	0.125474	1		0
CMP00607	1	129	1	1	1	1	1	OutgroupA	0	1	1	0.972845	Q1	1.464576	1.441178	1.422491	1.439264	1.415961	-0.001914	0.016773	0.023303	-0.025217	0.01235	1	0.021593	1	0.001475	1		0
CMP00608	1	123	1	1	1	1	2	OutgroupA	0	0	0	0.986423	Q2	1.461706	1.477728	1.459309	1.477223	1.467636	-0.000505	0.017914	0.009587	-0.010092	0.039524	1	0.066377	1	-0.022729	1		0
CMP00609	1	156	1	1	1	1	3	TypeIA_IIAI	0	0	0	0.988862	Q3	1.424697	1.406281	1.387	1.375796	1.376442	-0.030485	-0.011204	-0.000646	-0.029839	0.019892	1	0.017037	1	-0.002649	1		0
CMP00610	1	130	1	1	1	1	4	OutgroupA	0	1	1	0.992492	Q4	1.331553	1.258843	1.205047	1.151488	1.084536	-0.107355	-0.053559	0.066952	-0.174307	0.107232	1	0.045173	1	0.022186	1		0
CMP00611	1	154	1	1	1	1	0	TypeIB1	0	1	0	0.992993	Q4	1.412164	1.345132	1.351511	1.383484	1.287844	0.038352	0.031973	0.09564	-0.057288	0.010464	1	0.021841	1	0.018055	1		0
CMP00612	1	139	1	1	1	1	1	TypeIX	0	1	0	0.98673	Q2	1.425753	1.394081	1.425848	1.435046	1.419465	0.040965	0.009198	0.015581	0.025384	0.005898	1		0	0.002153	1		0
CMP00613	1	129	1	1	1	1	2	OutgroupA	0	1	0	0.990921	Q3	1.422677	1.340998	1.284859	1.281049	1.393913	-0.059949	-0.00381	-0.112864	0.052915	0.036694	1	0.042194	1	0.011372	1		0
CMP00614	1	132	1	1	1	1	3	OutgroupA	0	1	0	0.982544	Q1	1.344881	1.280073	1.251999	1.188908	1.114971	-0.091165	-0.063091	0.073937	-0.165102	-6.8e-05	1		0	-0.002216	1		0
CMP00615	1	129	1	1	1	1	4	OutgroupA	0	0	0	0.991017	Q3	1.433544	1.489477	1.366782	1.377587	1.344984	-0.11189	0.010805	0.032603	-0.144493	0.040548	1	0.02898	1	0.001725	1		0
CMP00616	1	197	1	1	1	1	0	Ec107_like	0	1	1	0.980577	Q1	1.385803	1.511778	1.371982	1.388368	1.429987	-0.12341	0.016386	-0.041619	-0.081791		0		0	0.041992	1		0
CMP00617	1	128	1	1	1	1	1	TypeIC1_IC2	0	1	0	0.995416	Q4	1.367052	1.336027	1.277314	1.313296	1.378512	-0.022731	0.035982	-0.065216	0.042485	-0.003343	1	0.010079	1	-0.009277	1		0
CMP00618	1	143	1	1	1	1	2	TypeIC1_IC2	1	1	0	0.992382	Q4	1.405697	1.276979	1.318424	1.277256	1.251476	0.000277	-0.041168	0.02578	-0.025503	0.011162	1	0.016358	1	0.008632	1		0
CMP00619	1	136	1	1	1	1	3	TypeIX	0	0	1	0.968042	Q1	1.400476	1.424386	1.4171	1.395985	1.40597	-0.028401	-0.021115	-0.009985	-0.018416	0.005799	1	-0.000974	1	-0.006172	1		0
CMP00620	1	147	1	1	1	1	4	TypeIB1	0	1	0	0.988483	Q3	1.391344	1.342566	1.271818	1.331564	1.357553	-0.011002	0.059746	-0.025989	0.014987	0.011081	1	0.010719	1	0.001457	1		0
CMP00621	1	141	1	1	1	1	0	TypeIC1_IC2	0	1	0	0.993929	Q4	1.453777	1.362512	1.381564	1.410816	1.358282	0.048304	0.029252	0.052534	-0.00423	0.004984	1	0.003065	1	0.000503	1		0
CMP00622	1	79	1	1	1	1	1	TypeIIA3_firmi	0	0	1	0.985183	Q2	1.44128	1.429338	1.493324	1.388336	1.75653	-0.041002	-0.104988	-0.368194	0.327192	-0.045808	1		0	-0.041099	1		0
CMP00623	1	130	1	1	1	1	2	OutgroupA	0	1	0	0.991445	Q4	1.400784	1.224006	1.141457	1.154169	1.164902	-0.069837	0.012712	-0.010733	-0.059104	0.052357	1	0.048188	1	-0.000484	1		0
CMP00624	1	130	1	1	1	1	3	TypeIC1_IC2	0	1	0	0.995188	Q4	1.371065	1.356061	1.272533	1.283757	1.376596	-0.072304	0.011224	-0.092839	0.020535	-0.016927	1	-0.012828	1	-0.007783	1		0
CMP00625	1	132	1	1	1	1	4	OutgroupA	0	0	0	0.951814	Q1	1.290943	1.1663	1.329032	1.101624	1.040654	-0.064676	-0.227408	0.06097	-0.125646	0.055187	1		0	0.009491	1		0
CMP00626	1	262	1	1	1	1	0	TypeIIIA3	0	1	0	0.982222	Q1	1.405336	1.364599	1.40076	1.387887	1.364013	0.023288	-0.012873	0.023874	-0.000586	-0.009472	1		0	-0.016963	1		0
CMP00627	1	256	1	1	1	1	1	TypeIIIA3	0	1	0	0.994075	Q4	1.394785	1.377049	1.384311	1.388536	1.395875	0.011487	0.004225	-0.007339	0.018826	0.017528	1	0.006022	1	-0.004636	1		0
CMP00628	1	128	1	1	1	1	2	TypeIC1_IC2	0	1	1	0.995702	Q4	1.418308	1.221332	1.341231	1.164255	1.145303	-0.057077	-0.176976	0.018952	-0.076029	0.034462	1	0.027326	1	0.01623	1		0
CMP00629	1	228	1	1	1	1	3	TypeXIIIB_Ne144	0	1	0	0.98529	Q2	1.440014	1.43344	1.414438	1.395842	1.396344	-0.037598	-0.018596	-0.000502	-0.037096	-0.00165	1		0	-0.008717	1		0
CMP00630	1	167	1	1	1	1	4	TypeIA_IIAI	0	0	0	0.987105	Q2	1.379626	1.332285	1.351188	1.287618	1.154416	-0.044667	-0.06357	0.133202	-0.177869	-0.012971	1	-0.003784	1	0.012924	1		0
CMP00631	1	137	1	1	1	1	0	OutgroupA	0	1	1	0.982427	Q1	1.28688	1.187175	1.212284	1.24351	1.22709	0.056335	0.031226	0.01642	0.039915	0.031996	1	0.021097	1	-0.00456	1		0
CMP00632	1	140	1	1	1	1	1	TypeIB2_firmi	0	1	0	0.994146	Q4	1.401755	1.429474	1.413808	1.39868	1.417838	-0.030794	-0.015128	-0.019158	-0.011636		0		0	-0.000234	1		0
CMP00633	1	259	1	1	1	1	2	TypeIIIA3	0	1	0	0.978379	Q1	1.427527	1.392717	1.397992	1.396868	1.413315	0.004151	-0.001124	-0.016447	0.020598	-0.005052	1		0	-0.009418	1		0
CMP00634	1	133	1	1	1	1	3	OutgroupA	0	1	1	0.987094	Q2	1.481944	1.500904	1.399658	1.397423	1.440358	-0.103481	-0.002235	-0.042935	-0.060546	0.030825	1	0.066026	1	-0.012808	1		0
CMP00635	1	130	1	1	1	1	4	OutgroupA	1	1	0	0.985914	Q2	1.270074	1.131295	1.097788	1.095542	1.115203	-0.035753	-0.002246	-0.019661	-0.016092	0.080304	1	0.048293	1	0.046112	1		0
CMP00636	1	219	1	1	1	1	0	TypeXIIIB_Ne144	0	0	0	0.974972	Q1	1.404252	1.332153	1.350759	1.363325	1.414032	0.031172	0.012566	-0.050707	0.081879	0.025816	1		0	0.008849	1		0
CMP00637	1	146	1	1	1	1	1	TypeIC1_IC2	0	1	1	0.993391	Q4	1.337332	1.283647	1.222245	1.217738	1.357369	-0.065909	-0.004507	-0.139631	0.073722	0.052415	1	0.074786	1	0.006813	1		0
CMP00638	1	156	1	1	1	1	2	TypeIA_IIAI	0	0	0	0.990525	Q3	1.409854	1.334173	1.3871	1.366029	1.392978	0.031856	-0.021071	-0.026949	0.058805	0.006393	1	0.005272	1	0.000116	1		0
CMP00639	1	127	1	1	1	1	3	OutgroupA	0	0	0	0.965279	Q1	1.345082	1.33302	1.254168	1.234326	1.201668	-0.098694	-0.019842	0.032658	-0.131352	-0.005663	1		0	-0.013062	1		0
CMP00640	1	70	1	1	1	1	4	TypeIIA2	0	0	0	0.99016	Q3	1.513278	1.494463	1.483271	1.576155	1.871122	0.081692	0.092884	-0.294967	0.376659	0.010853	1		0	0.010853	1		0
